FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007,Per_Les_30,Per_Les_20,Per_Les_10,Per_Les_15
45,26,163,501300,1,2.61635E+11,Block Group 1,G5030,S,206355,0,42.4040989,-82.954709,G26016305013001,2258.29728,206357.1549,G26016305013001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5013, Wayne County, Michigan", , ,113,0,0,24,57,32,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,84,41,10,44,40,0,4,0,0,26544,405,155,155,113,42,0,250,100,71.68141593,0,21.23893805
46,26,163,501300,2,2.61635E+11,Block Group 2,G5030,S,219093,0,42.400466,-82.9507323,G26016305013002,1887.949275,219093.254,G26016305013002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5013, Wayne County, Michigan", , ,54,0,0,14,0,0,0,34,0,0,6,0,0,175,0,0,0,0,0,0,0,0,0,8,0,0,34,34,0,64,0,12,0,0,18,5,0,0,34512,199,54,54,54,0,0,145,25.92592593,25.92592593,0,25.92592593
47,26,163,501300,3,2.61635E+11,Block Group 3,G5030,S,217326,0,42.4025928,-82.9449283,G26016305013003,1879.46288,217327.1138,G26016305013003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5013, Wayne County, Michigan", , ,211,29,0,47,13,45,8,14,0,0,0,0,55,512,0,0,0,0,0,0,0,0,0,0,0,22,27,42,13,65,53,74,98,85,33,0,0,0,9617,749,323,301,216,85,22,426,67.2985782,42.18009479,13.74407583,36.01895735
48,26,163,501300,4,2.61635E+11,Block Group 4,G5030,S,195396,0,42.4012459,-82.9562794,G26016305013004,2313.410771,195395.6675,G26016305013004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5013, Wayne County, Michigan", , ,48,0,0,0,0,28,0,0,0,0,20,0,0,154,15,0,0,0,0,0,0,0,15,0,8,0,0,20,0,31,0,31,34,0,0,0,0,0,26563,178,48,48,48,0,0,130,58.33333333,0,0,0
49,26,163,501300,5,2.61635E+11,Block Group 5,G5030,S,397189,0,42.4060603,-82.9485349,G26016305013005,2577.793773,397189.2963,G26016305013005,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5013, Wayne County, Michigan", , ,405,0,0,40,78,57,0,97,23,0,34,76,0,751,1,0,0,0,0,0,0,0,0,0,0,12,36,109,0,151,142,52,140,22,61,25,0,0,23654,864,476,476,431,45,0,388,43.20987654,29.13580247,0,9.87654321
50,26,163,501400,1,2.61635E+11,Block Group 1,G5030,S,252451,0,42.4081933,-82.9407718,G26016305014001,2057.677492,252449.3869,G26016305014001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5014, Wayne County, Michigan", , ,225,0,1,22,33,102,30,37,0,0,0,0,0,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,75,8,0,74,16,22,79,0,24,35517,419,243,243,226,17,0,176,83.55555556,24.88888889,0.444444444,10.22222222
51,26,163,501400,2,2.61635E+11,Block Group 2,G5030,S,237523,0,42.4094136,-82.9346757,G26016305014002,1995.817884,237522.2013,G26016305014002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5014, Wayne County, Michigan", , ,394,0,12,19,36,38,76,125,16,11,20,25,16,609,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,146,10,56,160,8,94,56,44,10,91172,679,501,491,450,41,10,178,45.93908629,17.00507614,3.045685279,7.868020305
52,26,163,501400,3,2.61635E+11,Block Group 3,G5030,S,338879,0,42.4052023,-82.9371469,G26016305014003,2857.98156,338879.709,G26016305014003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5014, Wayne County, Michigan", , ,423,0,0,75,18,59,86,115,0,35,35,0,0,804,0,0,0,0,0,0,0,0,28,0,29,40,30,32,10,243,30,9,85,46,128,65,0,29,34397,939,554,554,451,103,0,385,56.26477541,21.9858156,0,17.73049645
53,26,163,501400,4,2.61635E+11,Block Group 4,G5030,S,443871,0,42.4125854,-82.940348,G26016305014004,3281.466847,443869.941,G26016305014004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5014, Wayne County, Michigan", , ,427,0,32,23,76,93,55,80,0,47,0,0,21,628,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,178,40,29,126,105,73,47,13,0,56125,710,465,465,427,38,0,245,65.33957845,30.67915691,7.494145199,12.88056206
54,26,163,501500,1,2.61635E+11,Block Group 1,G5030,S,279273,0,42.4175158,-82.925776,G26016305015001,2283.903731,279274.2197,G26016305015001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5015, Wayne County, Michigan", , ,213,0,0,0,29,31,55,33,32,33,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,43,0,15,232,14,42,114,33,25,10,0,0,28250,613,349,349,270,79,0,264,53.99061033,13.61502347,0,0
55,26,163,501500,2,2.61635E+11,Block Group 2,G5030,S,117657,0,42.4215939,-82.9293302,G26016305015002,2143.290041,117656.8609,G26016305015002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5015, Wayne County, Michigan", , ,146,23,30,17,0,22,24,0,0,23,7,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,61,10,52,39,0,9,22,0,0,2499,422,168,168,168,0,0,254,79.45205479,47.94520548,36.30136986,47.94520548
56,26,163,501500,3,2.61635E+11,Block Group 3,G5030,S,294215,0,42.422684,-82.9240455,G26016305015003,2372.381219,294214.6087,G26016305015003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5015, Wayne County, Michigan", , ,374,32,42,14,64,0,62,49,0,7,98,6,0,551,9,0,0,0,0,0,0,0,0,0,0,0,25,39,7,246,21,56,58,42,24,13,0,11,47273,637,465,465,387,78,0,172,57.21925134,40.64171123,19.78609626,23.52941176
57,26,163,501500,4,2.61635E+11,Block Group 4,G5030,S,349004,0,42.4186155,-82.9200677,G26016305015004,2969.282629,349002.0416,G26016305015004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5015, Wayne County, Michigan", , ,78,0,0,18,9,0,0,40,0,11,0,0,0,319,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,139,0,29,12,70,41,0,0,0,23516,319,97,97,78,19,0,222,34.61538462,34.61538462,0,23.07692308
58,26,163,501500,5,2.61635E+11,Block Group 5,G5030,S,562650,0,42.4156425,-82.9315205,G26016305015005,3111.160394,562648.4738,G26016305015005,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5015, Wayne County, Michigan", , ,677,0,56,61,52,168,45,107,17,52,81,38,0,910,2,0,0,0,0,3,0,2,0,0,16,6,35,58,11,267,120,45,181,78,31,55,0,0,34331,1384,955,955,703,252,0,429,56.4254062,24.96307238,8.271787297,17.28212703
59,26,163,501600,1,2.61635E+11,Block Group 1,G5030,S,619979,0,42.4105594,-82.9257832,G26016305016001,3258.509059,619981.4167,G26016305016001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5016, Wayne County, Michigan", , ,381,0,4,48,73,97,17,61,14,21,19,14,13,646,5,0,0,0,0,0,0,5,0,0,15,4,63,59,11,111,85,71,101,68,39,9,0,0,40054,809,509,509,403,106,0,300,62.72965879,32.80839895,1.049868766,13.64829396
60,26,163,501600,2,2.61635E+11,Block Group 2,G5030,S,598701,0,42.4154127,-82.915463,G26016305016002,3595.429153,598699.2605,G26016305016002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5016, Wayne County, Michigan", , ,380,0,49,48,7,143,28,34,0,65,0,0,6,566,8,0,0,0,0,0,0,0,0,5,0,0,9,12,19,205,23,56,124,44,11,34,16,0,35000,754,471,471,404,67,0,283,72.36842105,27.36842105,12.89473684,25.52631579
61,26,163,501700,1,2.61635E+11,Block Group 1,G5030,S,559997,0,42.4018067,-82.9241218,G26016305017001,3484.007553,559997.562,G26016305017001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5017, Wayne County, Michigan", , ,230,18,33,0,63,45,54,0,0,0,0,17,0,710,7,0,0,0,0,0,0,0,0,0,41,16,52,30,48,157,103,24,128,71,22,11,0,0,18969,783,389,389,257,132,0,394,92.60869565,49.56521739,22.17391304,22.17391304
62,26,163,501700,2,2.61635E+11,Block Group 2,G5030,S,639564,0,42.4063749,-82.9188172,G26016305017002,3837.858722,639564.9083,G26016305017002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501700,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5017, Wayne County, Michigan", , ,342,0,39,29,38,32,40,69,17,6,38,34,0,761,0,0,0,0,0,0,0,0,0,0,29,10,66,62,11,253,29,76,145,36,29,10,5,0,36300,941,346,346,342,4,0,595,52.04678363,30.99415205,11.40350877,19.88304094
63,26,163,501800,1,2.61635E+11,Block Group 1,G5030,S,296203,0,42.4026792,-82.9309424,G26016305018001,2180.588735,296202.6165,G26016305018001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5018, Wayne County, Michigan", , ,480,0,18,0,36,179,24,186,24,0,0,13,0,842,18,0,0,0,0,0,0,15,0,0,0,42,0,17,0,193,36,40,256,112,51,62,0,0,54241,1146,508,508,480,28,0,638,53.54166667,11.25,3.75,3.75
64,26,163,501800,2,2.61635E+11,Block Group 2,G5030,S,314381,0,42.4006144,-82.9365278,G26016305018002,2276.664623,314382.7636,G26016305018002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5018, Wayne County, Michigan", , ,412,0,0,21,14,89,0,100,0,55,107,13,13,618,8,0,0,0,0,0,0,0,0,0,0,27,0,0,0,162,55,74,98,57,92,28,14,3,70156,687,532,532,448,84,0,155,30.09708738,8.495145631,0,5.097087379
65,26,163,501800,3,2.61635E+11,Block Group 3,G5030,S,429085,0,42.3949003,-82.9327591,G26016305018003,2694.573585,429083.1272,G26016305018003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5018, Wayne County, Michigan", , ,521,14,0,0,118,125,24,159,0,11,24,0,46,885,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,293,15,105,161,80,66,85,32,14,70227,1153,819,819,564,255,0,334,53.93474088,25.33589251,2.687140115,2.687140115
66,26,163,501800,4,2.61635E+11,Block Group 4,G5030,S,400643,0,42.3970274,-82.9272381,G26016305018004,2615.191261,400644.2605,G26016305018004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5018, Wayne County, Michigan", , ,552,0,5,0,25,204,97,86,4,23,97,0,11,837,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,165,32,73,130,32,184,139,35,18,60583,1002,647,647,581,66,0,355,59.96376812,5.434782609,0.905797101,0.905797101
67,26,163,501900,1,2.61635E+11,Block Group 1,G5030,S,160718,0,42.3989956,-82.940771,G26016305019001,1749.950763,160718.1017,G26016305019001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5019, Wayne County, Michigan", , ,187,0,14,31,31,23,0,22,0,7,20,39,0,396,0,0,0,0,0,0,0,0,0,0,0,5,13,41,13,125,34,34,81,26,24,0,0,0,22031,493,271,271,204,67,0,222,52.94117647,40.64171123,7.486631016,24.06417112
68,26,163,501900,2,2.61635E+11,Block Group 2,G5030,S,158774,0,42.3940805,-82.9375559,G26016305019002,1736.091448,158773.0303,G26016305019002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5019, Wayne County, Michigan", , ,273,0,27,0,31,44,18,83,0,8,57,0,5,425,14,0,0,0,0,0,0,0,0,0,0,0,6,61,9,181,12,13,69,23,31,6,0,0,19911,596,403,403,289,114,0,193,43.95604396,21.24542125,9.89010989,9.89010989
69,26,163,501900,3,2.61635E+11,Block Group 3,G5030,S,207156,0,42.3913198,-82.9383781,G26016305019003,2227.72278,207156.2029,G26016305019003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5019, Wayne County, Michigan", , ,286,0,9,6,41,40,25,82,0,22,38,6,17,562,6,0,0,0,0,0,0,0,13,0,0,0,32,25,60,143,14,52,103,40,52,22,0,0,33068,604,320,320,301,19,0,284,42.30769231,19.58041958,3.146853147,5.244755245
70,26,163,501900,4,2.61635E+11,Block Group 4,G5030,S,216014,0,42.397127,-82.9431223,G26016305019004,2159.672309,216014.9838,G26016305019004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5019, Wayne County, Michigan", , ,187,0,0,30,30,53,14,47,0,0,13,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,69,38,23,70,18,10,62,0,0,19432,403,209,209,187,22,0,194,67.9144385,32.0855615,0,16.04278075
71,26,163,502000,1,2.61635E+11,Block Group 1,G5030,S,519436,0,42.3928455,-82.9486164,G26016305020001,3388.076603,519435.8963,G26016305020001,2013-2017, , ,Michigan,26,Wayne County,163, , ,502000,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5020, Wayne County, Michigan", , ,479,11,50,22,43,123,31,75,44,19,18,10,33,640,0,0,0,0,0,0,0,0,0,0,5,10,5,24,12,139,95,35,166,44,50,51,0,4,36899,906,560,560,494,66,0,346,58.45511482,26.30480167,12.7348643,17.32776618
72,26,163,502000,2,2.61635E+11,Block Group 2,G5030,S,374921,0,42.3939149,-82.9446789,G26016305020002,3256.525733,374920.2015,G26016305020002,2013-2017, , ,Michigan,26,Wayne County,163, , ,502000,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5020, Wayne County, Michigan", , ,322,20,35,58,54,57,0,57,7,0,14,12,8,545,0,0,0,0,0,0,0,0,0,8,16,0,5,18,26,179,25,18,109,49,64,18,10,0,34224,700,426,426,336,90,0,274,69.56521739,51.86335404,17.08074534,35.0931677
73,26,163,503100,1,2.61635E+11,Block Group 1,G5030,S,449459,0,42.4474737,-82.9750364,G26016305031001,2894.373083,449459.7435,G26016305031001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5031, Wayne County, Michigan", , ,542,0,12,82,96,113,74,93,0,20,20,26,6,900,0,0,0,0,0,0,0,0,0,14,0,0,11,45,23,352,59,30,159,153,43,11,0,0,33750,1026,596,596,551,45,0,430,69.55719557,35.05535055,2.21402214,17.34317343
74,26,163,503100,2,2.61635E+11,Block Group 2,G5030,S,214724,0,42.4438435,-82.9762014,G26016305031002,2060.457392,214724.4034,G26016305031002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5031, Wayne County, Michigan", , ,267,0,0,46,26,28,51,53,19,26,0,18,0,553,5,0,0,0,0,0,0,0,5,0,16,10,10,24,35,194,49,31,91,37,38,5,0,3,32772,672,350,350,268,82,0,322,56.55430712,26.96629213,0,17.22846442
75,26,163,503100,3,2.61635E+11,Block Group 3,G5030,S,316332,0,42.4458008,-82.9830881,G26016305031003,2383.500339,316333.2843,G26016305031003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5031, Wayne County, Michigan", , ,315,0,0,69,91,64,0,58,14,15,4,0,0,483,0,0,7,0,0,0,0,0,0,0,7,0,0,5,8,173,0,37,140,97,6,3,0,0,28403,602,382,382,322,60,0,220,71.11111111,50.79365079,0,21.9047619
76,26,163,503200,1,2.61635E+11,Block Group 1,G5030,S,478322,0,42.4450495,-82.9896025,G26016305032001,3177.392896,478324.5551,G26016305032001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5032, Wayne County, Michigan", , ,604,0,23,162,200,101,35,72,0,0,11,0,0,760,24,0,0,0,0,0,0,0,0,0,0,0,9,36,43,265,46,32,106,182,8,9,0,0,34091,892,691,691,615,76,0,201,86.25827815,63.74172185,3.80794702,30.62913907
77,26,163,503200,2,2.61635E+11,Block Group 2,G5030,S,322053,0,42.4436142,-83.0001332,G26016305032002,2407.94506,322054.2357,G26016305032002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5032, Wayne County, Michigan", , ,184,0,17,41,18,32,0,0,15,53,8,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,29,41,23,59,0,0,0,0,36128,323,224,224,184,40,0,99,58.69565217,41.30434783,9.239130435,31.52173913
78,26,163,503200,3,2.61635E+11,Block Group 3,G5030,S,470944,0,42.447242,-82.9978273,G26016305032003,3197.389368,470945.032,G26016305032003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5032, Wayne County, Michigan", , ,244,0,18,31,76,38,15,0,23,18,25,0,0,418,0,0,0,0,0,0,0,0,0,0,7,0,26,16,46,193,16,28,59,27,0,0,0,0,26397,499,393,393,254,139,0,106,72.95081967,51.2295082,7.37704918,20.08196721
79,26,163,503300,1,2.61635E+11,Block Group 1,G5030,S,344074,0,42.4384365,-82.9878785,G26016305033001,2623.341148,344074.9293,G26016305033001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5033, Wayne County, Michigan", , ,416,0,0,131,46,135,15,34,0,0,45,10,0,525,0,0,0,0,0,0,0,0,0,0,0,19,0,72,0,209,0,60,127,38,0,0,0,0,39583,709,504,504,416,88,0,205,78.60576923,42.54807692,0,31.49038462
80,26,163,503300,2,2.61635E+11,Block Group 2,G5030,S,302657,0,42.4384443,-82.9926959,G26016305033002,2616.54086,302657.007,G26016305033002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5033, Wayne County, Michigan", , ,468,0,0,40,145,177,0,56,23,14,13,0,0,881,0,0,0,0,0,0,0,14,0,0,0,31,71,52,28,269,47,165,135,56,4,9,0,0,37772,1006,661,657,464,193,4,345,77.35042735,39.52991453,0,8.547008547
81,26,163,503300,3,2.61635E+11,Block Group 3,G5030,S,326113,0,42.4382597,-82.9974686,G26016305033003,2423.069715,326112.7394,G26016305033003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5033, Wayne County, Michigan", , ,433,0,0,87,35,182,0,64,25,17,0,0,23,588,0,0,0,0,0,0,0,0,0,0,0,48,0,0,21,217,23,26,106,104,35,8,0,0,34551,652,501,501,445,56,0,151,70.20785219,28.17551963,0,20.09237875
82,26,163,503300,4,2.61635E+11,Block Group 4,G5030,S,325332,0,42.4381242,-83.0023789,G26016305033004,2424.370194,325332.079,G26016305033004,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5033, Wayne County, Michigan", , ,111,0,0,36,11,29,0,15,0,8,12,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,10,28,11,84,25,0,52,60,0,0,0,0,28750,340,245,245,111,134,0,95,68.46846847,42.34234234,0,32.43243243
83,26,163,503400,1,2.61635E+11,Block Group 1,G5030,S,318129,0,42.4386791,-82.9828864,G26016305034001,2401.323782,318128.9456,G26016305034001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5034, Wayne County, Michigan", , ,320,0,24,62,30,138,0,28,20,3,9,6,0,573,24,0,0,0,0,0,0,0,13,7,0,0,14,8,16,193,51,80,90,74,3,0,0,0,32857,598,387,387,325,62,0,211,79.375,36.25,7.5,26.875
84,26,163,503400,2,2.61635E+11,Block Group 2,G5030,S,352150,0,42.439285,-82.9776867,G26016305034002,2612.96585,352149.1011,G26016305034002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5034, Wayne County, Michigan", , ,163,0,0,38,59,41,0,17,5,0,3,0,0,367,0,0,0,0,0,0,0,0,7,0,0,0,26,0,3,126,21,89,47,38,0,8,0,2,28984,367,227,227,165,62,0,140,84.66257669,59.50920245,0,23.31288344
85,26,163,503500,1,2.61635E+11,Block Group 1,G5030,S,195963,0,42.4327527,-82.9816671,G26016305035001,2010.445598,195963.6391,G26016305035001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5035, Wayne County, Michigan", , ,249,0,0,88,26,75,0,10,0,50,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,158,0,13,42,23,0,0,0,0,0,405,294,294,249,45,0,111,75.90361446,45.78313253,0,35.34136546
86,26,163,503500,2,2.61635E+11,Block Group 2,G5030,S,166800,0,42.4293603,-82.9846253,G26016305035002,1793.671673,166799.5408,G26016305035002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5035, Wayne County, Michigan", , ,135,0,0,0,51,9,17,41,0,17,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,13,22,45,123,0,9,54,23,0,0,0,0,0,332,232,232,135,97,0,100,57.03703704,37.77777778,0,0
87,26,163,503500,3,2.61635E+11,Block Group 3,G5030,S,323475,0,42.4328841,-82.994809,G26016305035003,2402.429071,323475.5381,G26016305035003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5035, Wayne County, Michigan", , ,207,0,0,0,23,49,20,24,0,16,53,22,0,451,0,0,0,0,0,0,0,0,0,8,0,0,12,0,53,169,21,72,17,87,12,0,0,0,43488,548,292,292,215,77,0,256,44.44444444,11.11111111,0,0
88,26,163,503500,4,2.61635E+11,Block Group 4,G5030,S,202214,0,42.4332488,-82.9867691,G26016305035004,2007.319055,202214.5476,G26016305035004,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5035, Wayne County, Michigan", , ,129,0,33,0,21,19,23,27,0,0,0,0,6,203,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,52,25,21,70,0,0,0,0,0,0,234,150,150,129,21,0,84,74.41860465,41.86046512,25.58139535,25.58139535
89,26,163,503500,5,2.61635E+11,Block Group 5,G5030,S,726783,0,42.430004,-82.9972705,G26016305035005,4404.159273,726783.4617,G26016305035005,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5035, Wayne County, Michigan", , ,312,0,0,0,74,143,20,44,0,7,13,0,11,530,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,213,40,80,122,45,0,0,0,0,28750,647,437,437,312,125,0,210,75.96153846,23.71794872,0,0
90,26,163,503600,1,2.61635E+11,Block Group 1,G5030,S,191821,0,42.4263586,-82.9894737,G26016305036001,2303.469478,191820.3148,G26016305036001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5036, Wayne County, Michigan", , ,108,0,0,0,35,33,0,0,15,24,0,0,1,203,1,0,0,0,0,0,0,0,0,0,0,0,28,0,11,75,61,1,19,6,1,0,0,0,0,206,145,145,120,25,0,61,62.96296296,32.40740741,0,0
91,26,163,503600,2,2.61635E+11,Block Group 2,G5030,S,194997,0,42.4251767,-82.995838,G26016305036002,1821.649418,194996.3767,G26016305036002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5036, Wayne County, Michigan", , ,143,0,0,3,38,36,10,25,0,0,31,0,0,307,53,0,0,0,0,0,0,0,0,0,0,0,34,13,14,52,24,18,49,31,8,0,0,11,35673,364,190,190,143,47,0,174,60.83916084,28.67132867,0,2.097902098
92,26,163,503600,3,2.61635E+11,Block Group 3,G5030,S,352084,0,42.4241236,-83.0012832,G26016305036003,2454.658814,352085.1895,G26016305036003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503600,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5036, Wayne County, Michigan", , ,380,0,16,45,122,41,50,42,17,18,16,13,0,632,4,0,0,0,0,0,0,0,0,4,0,0,23,10,19,114,45,93,173,82,50,15,0,0,43438,779,496,496,414,82,0,283,72.10526316,48.15789474,4.210526316,16.05263158
