GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007
G26000500313002,2013-2017,,,Michigan,26,Allegan County,5,,,31300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313, Allegan County, Michigan",,,963,75,91,69,154,97,50,187,46,33,106,50,5,1424,9,0,0,0,0,0,0,3,4,1,28,5,24,25,29,574,79,115,225,97,149,52,0,5,51402,1671,1069,1065,1012,53,4,602
G26000500313003,2013-2017,,,Michigan,26,Allegan County,5,,,31300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 313, Allegan County, Michigan",,,653,37,89,51,53,125,17,90,45,29,112,5,0,991,28,4,0,0,11,0,0,0,0,0,64,11,41,25,5,344,45,46,157,53,106,42,9,0,62708,1144,747,747,711,36,0,397
G26000500318001,2013-2017,,,Michigan,26,Allegan County,5,,,31800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 318, Allegan County, Michigan",,,479,45,52,65,50,37,62,86,33,32,6,11,0,630,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,176,0,33,96,80,151,65,0,7,77031,737,539,539,521,18,0,198
G26000500318002,2013-2017,,,Michigan,26,Allegan County,5,,,31800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 318, Allegan County, Michigan",,,566,12,21,44,100,41,104,96,16,33,41,44,14,998,13,0,0,0,0,0,0,0,0,0,0,16,48,44,8,503,32,67,108,47,45,37,24,6,45361,1063,574,574,574,0,0,489
G26000500318003,2013-2017,,,Michigan,26,Allegan County,5,,,31800,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 318, Allegan County, Michigan",,,664,51,140,34,25,100,52,104,0,37,92,7,22,1067,0,0,0,0,0,0,0,0,0,0,11,12,17,0,10,481,17,77,146,130,89,53,12,12,53050,1210,801,801,778,23,0,409
G26000500318004,2013-2017,,,Michigan,26,Allegan County,5,,,31800,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 318, Allegan County, Michigan",,,282,8,61,26,36,0,22,25,0,43,37,24,0,480,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,142,52,28,110,24,27,64,0,0,47125,579,343,343,333,10,0,236
G26000500319001,2013-2017,,,Michigan,26,Allegan County,5,,,31900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 319, Allegan County, Michigan",,,478,6,58,79,27,125,12,69,29,26,16,0,31,600,0,0,0,0,0,0,2,0,2,0,0,0,6,0,14,207,9,125,100,60,65,10,0,0,54720,718,489,489,478,11,0,229
G26000500319002,2013-2017,,,Michigan,26,Allegan County,5,,,31900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 319, Allegan County, Michigan",,,392,34,88,42,65,14,42,80,0,0,27,0,0,689,9,0,0,0,0,0,0,0,0,0,0,25,55,19,0,252,0,84,148,63,34,0,0,0,37434,784,402,402,392,10,0,382
G26000500319003,2013-2017,,,Michigan,26,Allegan County,5,,,31900,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 319, Allegan County, Michigan",,,779,25,76,88,58,159,94,116,47,25,86,0,5,1221,0,0,0,0,0,0,0,0,0,0,24,50,71,37,0,256,99,96,141,106,224,108,9,0,50000,1408,870,870,820,50,0,538
G26000500319004,2013-2017,,,Michigan,26,Allegan County,5,,,31900,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 319, Allegan County, Michigan",,,581,65,53,16,0,202,37,65,23,25,86,9,0,925,31,0,0,0,0,11,0,0,0,0,0,0,0,7,10,393,51,75,154,57,84,52,0,0,36186,1180,664,664,657,7,0,516
G26000500320001,2013-2017,,,Michigan,26,Allegan County,5,,,32000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 320, Allegan County, Michigan",,,552,0,11,152,73,35,0,53,73,94,44,0,17,872,0,0,21,0,0,0,0,0,0,0,0,28,0,26,19,189,14,126,119,107,147,34,12,30,55179,957,565,565,552,13,0,392
G26000500320002,2013-2017,,,Michigan,26,Allegan County,5,,,32000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 320, Allegan County, Michigan",,,872,0,14,359,177,44,115,50,39,0,74,0,0,1170,21,0,0,0,0,0,0,0,5,0,0,49,12,94,0,357,32,17,229,111,218,0,25,0,66118,1329,933,933,933,0,0,396
G26000500320003,2013-2017,,,Michigan,26,Allegan County,5,,,32000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 320, Allegan County, Michigan",,,497,69,85,46,20,75,18,76,61,0,0,47,0,858,26,0,0,0,0,0,0,0,0,0,0,0,18,46,0,182,28,98,278,44,108,30,0,0,38698,967,579,579,567,12,0,388
G26000500320004,2013-2017,,,Michigan,26,Allegan County,5,,,32000,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 320, Allegan County, Michigan",,,419,30,43,22,44,154,34,45,21,0,26,0,0,829,18,0,0,0,0,1,0,4,0,0,31,1,5,41,10,228,20,33,121,62,128,108,18,0,70365,894,444,444,444,0,0,450
G26000500321001,2013-2017,,,Michigan,26,Allegan County,5,,,32100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 321, Allegan County, Michigan",,,587,36,141,77,26,101,47,91,6,10,46,6,0,810,0,0,0,0,0,0,0,0,0,0,0,3,10,7,6,194,41,131,157,72,131,52,6,0,57647,1005,642,642,606,36,0,363
G26000500321002,2013-2017,,,Michigan,26,Allegan County,5,,,32100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 321, Allegan County, Michigan",,,983,20,29,88,102,178,137,171,32,8,60,70,88,1667,13,0,0,0,0,1,1,0,0,0,8,15,22,8,9,402,74,114,231,133,400,174,23,39,76786,1894,1081,1081,1067,14,0,813
G26000500321003,2013-2017,,,Michigan,26,Allegan County,5,,,32100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 321, Allegan County, Michigan",,,500,8,72,58,74,181,16,77,0,8,6,0,0,691,9,0,0,0,0,0,0,0,0,0,0,28,51,0,0,226,37,48,199,37,47,9,0,0,43926,778,553,553,508,45,0,225
G26000500322001,2013-2017,,,Michigan,26,Allegan County,5,,,32200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 322, Allegan County, Michigan",,,1367,38,434,344,227,74,26,12,49,57,100,0,6,1875,0,0,0,0,0,0,0,0,0,5,44,49,49,31,44,344,17,271,256,216,417,96,18,18,45815,2224,1443,1443,1389,54,0,781
G26000500322002,2013-2017,,,Michigan,26,Allegan County,5,,,32200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 322, Allegan County, Michigan",,,373,0,23,96,93,89,9,0,12,0,0,8,43,704,28,0,0,0,0,0,0,0,0,0,0,0,0,0,32,167,51,106,99,67,97,42,0,15,37965,885,443,443,398,45,0,442
G26000500322003,2013-2017,,,Michigan,26,Allegan County,5,,,32200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 322, Allegan County, Michigan",,,396,0,70,109,185,12,0,0,0,11,9,0,0,788,16,0,0,0,0,4,0,0,0,0,20,5,18,0,0,247,104,67,40,45,96,94,4,28,45179,887,438,438,421,17,0,449
G26000500324011,2013-2017,,,Michigan,26,Allegan County,5,,,32401,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 324.01, Allegan County, Michigan",,,889,62,160,359,94,102,4,27,3,15,49,12,2,1137,5,0,0,0,11,0,35,0,17,0,9,69,65,9,0,278,87,64,233,66,142,37,10,0,49145,1351,958,958,896,62,0,393
G26000500324021,2013-2017,,,Michigan,26,Allegan County,5,,,32402,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 324.02, Allegan County, Michigan",,,616,10,50,94,138,201,21,75,4,9,14,0,0,774,0,0,0,0,0,0,0,15,0,16,19,15,6,32,20,341,44,38,62,65,82,19,0,0,65179,871,644,644,626,18,0,227
G26000500324022,2013-2017,,,Michigan,26,Allegan County,5,,,32402,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 324.02, Allegan County, Michigan",,,783,36,110,185,163,152,25,64,7,14,27,0,0,993,5,0,0,0,0,0,0,0,0,0,56,5,5,16,13,327,39,106,133,89,147,52,0,0,62361,1193,853,853,834,19,0,340
G26000500324023,2013-2017,,,Michigan,26,Allegan County,5,,,32402,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 324.02, Allegan County, Michigan",,,669,18,67,67,138,95,23,177,0,16,11,57,0,839,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,245,54,62,181,54,135,68,9,0,77685,1036,724,724,714,10,0,312
G26000500326001,2013-2017,,,Michigan,26,Allegan County,5,,,32600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 326, Allegan County, Michigan",,,762,0,32,277,203,117,4,70,0,32,18,9,0,1180,23,0,0,0,0,0,0,0,30,0,21,0,0,0,0,319,14,84,168,130,226,111,18,36,54408,1333,792,792,773,19,0,541
G26000509900000,2013-2017,,,Michigan,26,Allegan County,5,,,990000,0,,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Allegan County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
G26000700001001,2013-2017,,,Michigan,26,Alpena County,7,,,100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Alpena County, Michigan",,,230,14,23,4,5,50,40,39,9,4,26,11,5,446,5,0,0,0,0,0,0,0,0,0,3,7,5,14,14,152,15,53,54,21,76,24,0,3,47917,496,266,266,253,13,0,230
G26000700001002,2013-2017,,,Michigan,26,Alpena County,7,,,100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Alpena County, Michigan",,,410,4,6,61,51,96,52,77,13,11,2,15,22,655,3,0,0,0,0,0,0,0,0,0,3,1,7,9,9,295,27,33,106,97,44,18,3,0,44896,759,426,426,421,5,0,333
G26000700001003,2013-2017,,,Michigan,26,Alpena County,7,,,100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Alpena County, Michigan",,,387,24,30,63,33,55,36,80,7,0,27,15,17,896,4,0,0,0,0,4,0,0,5,5,7,2,14,49,18,305,36,104,133,85,94,19,12,0,51833,973,429,429,398,31,0,544
G26000700001004,2013-2017,,,Michigan,26,Alpena County,7,,,100,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1, Alpena County, Michigan",,,280,8,7,26,26,26,61,62,31,9,16,5,3,673,6,0,0,0,0,0,0,11,0,3,11,25,14,23,20,189,20,83,121,72,56,17,0,2,41350,760,331,331,295,36,0,429
G26000700001005,2013-2017,,,Michigan,26,Alpena County,7,,,100,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1, Alpena County, Michigan",,,341,6,31,18,24,97,40,86,16,10,6,5,2,682,13,0,0,4,0,0,0,0,0,3,27,4,25,12,28,181,42,39,113,91,66,32,2,0,39519,759,397,394,371,23,3,362
G26000700002001,2013-2017,,,Michigan,26,Alpena County,7,,,200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Alpena County, Michigan",,,410,13,9,36,146,130,27,34,4,0,3,8,0,672,6,0,0,0,0,0,0,0,1,0,13,3,6,5,4,184,15,68,164,84,65,49,0,5,58833,780,456,453,432,21,3,324
G26000700002002,2013-2017,,,Michigan,26,Alpena County,7,,,200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Alpena County, Michigan",,,208,0,3,50,51,50,14,4,0,0,15,10,11,465,0,0,0,0,0,0,0,0,0,0,3,6,7,6,4,137,28,56,110,53,36,16,3,0,35833,504,251,251,226,25,0,253
G26000700002003,2013-2017,,,Michigan,26,Alpena County,7,,,200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2, Alpena County, Michigan",,,493,17,35,84,147,135,36,23,6,0,0,0,10,792,7,0,0,0,0,0,0,0,0,0,0,5,23,11,33,235,9,73,190,93,76,32,0,5,47692,925,537,537,514,23,0,388
G26000700002004,2013-2017,,,Michigan,26,Alpena County,7,,,200,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2, Alpena County, Michigan",,,285,6,47,23,49,91,40,23,0,0,0,0,6,471,9,0,3,0,0,0,0,0,0,0,0,5,6,5,11,140,14,39,90,60,57,22,10,0,51343,552,333,333,314,19,0,219
G26000700002005,2013-2017,,,Michigan,26,Alpena County,7,,,200,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 2, Alpena County, Michigan",,,358,9,38,66,56,67,52,36,0,0,0,0,34,569,0,0,0,0,0,0,0,0,0,0,14,0,11,0,19,183,16,51,95,135,38,3,4,0,42250,622,394,394,372,22,0,228
G26000700003001,2013-2017,,,Michigan,26,Alpena County,7,,,300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Alpena County, Michigan",,,396,4,0,45,77,133,75,18,0,4,40,0,0,576,0,0,0,0,0,0,0,0,0,0,0,4,35,0,9,222,50,60,61,59,41,28,0,7,53583,627,477,477,477,0,0,150
G26000700003002,2013-2017,,,Michigan,26,Alpena County,7,,,300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Alpena County, Michigan",,,214,8,28,53,83,25,9,0,0,0,0,0,8,490,0,0,0,0,0,0,0,0,0,0,0,12,8,28,0,125,20,17,150,29,47,9,45,0,29526,546,255,255,236,19,0,291
G26000700003003,2013-2017,,,Michigan,26,Alpena County,7,,,300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Alpena County, Michigan",,,416,0,80,65,109,72,28,8,0,0,12,42,0,648,0,0,0,0,0,0,0,0,0,0,19,0,32,25,10,256,25,43,143,53,38,4,0,0,38947,787,500,500,426,74,0,287
G26000700003004,2013-2017,,,Michigan,26,Alpena County,7,,,300,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3, Alpena County, Michigan",,,412,17,64,89,115,70,23,34,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,7,0,0,13,34,23,196,28,40,112,162,134,57,11,0,44500,940,468,468,465,3,0,472
G26000700004001,2013-2017,,,Michigan,26,Alpena County,7,,,400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Alpena County, Michigan",,,303,28,141,90,29,0,7,8,0,0,0,0,0,429,21,0,0,0,0,0,0,0,0,0,0,8,0,0,7,111,16,53,141,6,30,26,0,10,23631,520,339,339,309,30,0,181
G26000700004002,2013-2017,,,Michigan,26,Alpena County,7,,,400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Alpena County, Michigan",,,361,44,122,68,74,0,0,0,0,0,16,0,37,507,2,0,0,0,21,0,0,0,0,0,7,0,0,3,0,121,33,51,130,94,8,37,0,0,31801,631,403,403,364,39,0,228
G26000700004003,2013-2017,,,Michigan,26,Alpena County,7,,,400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Alpena County, Michigan",,,369,20,94,163,43,9,0,20,0,20,0,0,0,598,0,0,0,0,0,0,0,13,0,0,12,0,8,37,13,140,39,77,111,97,33,18,0,0,37625,679,385,385,369,16,0,294
G26000700004004,2013-2017,,,Michigan,26,Alpena County,7,,,400,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4, Alpena County, Michigan",,,236,33,88,41,48,8,0,11,0,0,7,0,0,392,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,162,41,0,95,54,17,8,0,0,37500,469,291,291,244,47,0,178
G26000700005001,2013-2017,,,Michigan,26,Alpena County,7,,,500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Alpena County, Michigan",,,281,40,105,93,28,3,0,0,0,0,4,8,0,427,6,0,0,0,0,0,0,0,0,0,17,0,16,5,18,111,5,38,72,81,30,8,20,0,40057,501,295,295,288,7,0,206
G26000700005002,2013-2017,,,Michigan,26,Alpena County,7,,,500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Alpena County, Michigan",,,345,35,75,111,69,20,9,17,0,0,0,4,5,519,0,0,0,0,14,0,0,0,0,0,0,0,35,9,4,130,34,25,78,94,86,5,5,0,30125,644,439,439,368,71,0,205
G26000700005003,2013-2017,,,Michigan,26,Alpena County,7,,,500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Alpena County, Michigan",,,246,27,125,30,10,22,0,4,0,3,25,0,0,356,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,99,25,46,55,37,53,28,0,0,28333,411,269,269,251,18,0,142
G26000700006001,2013-2017,,,Michigan,26,Alpena County,7,,,600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Alpena County, Michigan",,,533,55,186,104,96,12,18,38,0,9,15,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,23,0,14,11,348,42,88,191,173,104,46,0,10,37202,1118,595,589,564,25,6,523
G26000700006002,2013-2017,,,Michigan,26,Alpena County,7,,,600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Alpena County, Michigan",,,652,67,299,167,70,16,33,0,0,0,0,0,0,1389,46,0,0,0,0,0,0,0,0,0,69,26,16,26,13,446,52,63,165,126,217,88,27,9,55025,1544,725,725,692,33,0,819
G26000700007001,2013-2017,,,Michigan,26,Alpena County,7,,,700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Alpena County, Michigan",,,555,11,241,138,93,0,0,59,0,0,0,5,8,869,0,0,0,0,0,0,0,0,0,0,0,8,0,10,19,153,118,45,166,127,134,52,28,9,61161,932,604,604,600,4,0,328
G26000700007002,2013-2017,,,Michigan,26,Alpena County,7,,,700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Alpena County, Michigan",,,337,0,65,121,106,0,13,0,0,0,11,10,11,793,11,0,0,0,0,0,0,0,29,0,0,10,18,31,33,301,25,60,107,70,65,31,0,2,30273,911,445,445,348,97,0,466
G26000700007003,2013-2017,,,Michigan,26,Alpena County,7,,,700,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Alpena County, Michigan",,,325,13,169,113,11,9,0,0,0,10,0,0,0,528,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,145,28,8,144,63,52,35,8,0,40938,619,362,362,354,8,0,257
G26000700008001,2013-2017,,,Michigan,26,Alpena County,7,,,800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Alpena County, Michigan",,,367,17,114,120,31,10,24,24,13,14,0,0,0,632,0,0,0,0,0,7,0,0,0,0,10,0,0,0,20,198,7,54,95,112,76,53,0,0,36349,748,403,403,367,36,0,345
G26000700008002,2013-2017,,,Michigan,26,Alpena County,7,,,800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Alpena County, Michigan",,,321,48,139,80,32,15,0,7,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,147,19,30,181,87,95,14,6,0,40980,652,401,392,335,57,9,251
G26000700008003,2013-2017,,,Michigan,26,Alpena County,7,,,800,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8, Alpena County, Michigan",,,359,51,149,127,17,7,0,0,0,8,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,13,64,125,122,67,24,9,0,49107,560,388,388,376,12,0,172
G26000700008004,2013-2017,,,Michigan,26,Alpena County,7,,,800,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 8, Alpena County, Michigan",,,333,14,176,121,10,0,0,0,0,0,0,12,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,140,14,14,80,54,107,68,13,10,64833,595,369,369,369,0,0,226
G26000700009001,2013-2017,,,Michigan,26,Alpena County,7,,,900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Alpena County, Michigan",,,189,8,52,65,32,16,7,0,0,0,7,2,0,449,0,0,0,0,0,0,0,0,2,0,0,1,12,12,9,137,11,30,92,55,44,44,0,0,35489,494,242,242,226,16,0,252
G26000700009002,2013-2017,,,Michigan,26,Alpena County,7,,,900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Alpena County, Michigan",,,579,32,22,227,98,125,9,3,8,12,30,0,13,1146,0,0,0,0,0,0,0,0,0,0,8,9,21,26,20,216,55,146,155,195,207,47,29,12,45556,1282,671,671,633,38,0,611
G26000700009003,2013-2017,,,Michigan,26,Alpena County,7,,,900,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9, Alpena County, Michigan",,,390,39,5,50,38,155,11,47,10,13,17,0,5,547,0,0,0,0,3,5,0,0,0,0,0,15,5,0,12,162,77,30,101,60,54,13,10,0,41932,613,413,408,408,0,5,200
G26000709900000,2013-2017,,,Michigan,26,Alpena County,7,,,990000,0,,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Alpena County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
G26000909601001,2013-2017,,,Michigan,26,Antrim County,9,,,960100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9601, Antrim County, Michigan",,,359,32,36,37,103,56,15,27,0,21,22,9,1,495,3,0,0,0,0,0,7,0,4,0,0,25,14,35,3,152,17,56,60,51,55,12,1,0,47500,613,389,389,380,9,0,224
G26000909601002,2013-2017,,,Michigan,26,Antrim County,9,,,960100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9601, Antrim County, Michigan",,,206,14,29,20,46,36,4,27,11,10,3,6,0,507,0,0,0,0,0,0,0,0,0,2,3,0,7,6,3,125,6,28,76,57,108,75,11,0,54792,580,266,266,248,18,0,314
G26000909601003,2013-2017,,,Michigan,26,Antrim County,9,,,960100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9601, Antrim County, Michigan",,,436,17,37,62,56,86,23,26,25,21,34,35,14,980,1,0,0,0,0,0,0,0,0,0,18,8,11,3,1,270,6,58,143,77,234,118,29,3,68571,1036,509,509,503,6,0,527
G26000909602001,2013-2017,,,Michigan,26,Antrim County,9,,,960200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9602, Antrim County, Michigan",,,760,11,56,45,128,151,29,151,32,41,68,29,19,1314,22,0,0,0,0,0,0,0,0,3,9,15,30,38,8,542,53,106,155,129,148,52,0,4,49271,1502,889,889,803,86,0,613
G26000909602002,2013-2017,,,Michigan,26,Antrim County,9,,,960200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9602, Antrim County, Michigan",,,577,16,49,152,100,41,43,63,11,15,39,41,7,1077,6,0,0,0,0,0,0,0,0,0,20,6,27,20,15,358,49,110,205,97,110,41,11,2,46875,1204,657,657,628,29,0,547
G26000909603001,2013-2017,,,Michigan,26,Antrim County,9,,,960300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9603, Antrim County, Michigan",,,372,49,37,95,55,58,23,11,10,2,15,14,3,694,3,0,0,0,0,0,0,0,1,0,4,14,7,12,1,196,39,55,83,112,110,43,4,10,66354,777,420,420,400,20,0,357
G26000909603002,2013-2017,,,Michigan,26,Antrim County,9,,,960300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9603, Antrim County, Michigan",,,304,53,19,48,57,25,8,28,13,0,31,16,6,633,0,0,0,0,0,0,0,0,0,0,10,0,9,12,5,196,27,45,144,61,92,21,9,2,39261,663,381,381,354,27,0,282
G26000909603003,2013-2017,,,Michigan,26,Antrim County,9,,,960300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9603, Antrim County, Michigan",,,313,3,53,68,39,24,24,15,0,4,47,17,19,838,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,211,21,62,128,70,200,112,13,13,59306,893,435,435,395,40,0,458
G26000909604001,2013-2017,,,Michigan,26,Antrim County,9,,,960400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9604, Antrim County, Michigan",,,420,61,70,32,51,62,20,24,36,9,22,23,10,846,12,8,0,0,0,0,0,0,0,0,0,30,15,11,3,249,13,71,131,98,135,55,7,8,51375,914,451,451,438,13,0,463
G26000909604002,2013-2017,,,Michigan,26,Antrim County,9,,,960400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9604, Antrim County, Michigan",,,326,27,48,105,27,27,13,3,13,5,42,16,0,909,4,0,0,0,0,0,0,0,0,0,3,23,32,10,2,248,8,48,140,71,181,78,12,49,50833,1006,391,391,379,12,0,615
G26000909604003,2013-2017,,,Michigan,26,Antrim County,9,,,960400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9604, Antrim County, Michigan",,,436,64,94,85,38,15,28,37,3,17,34,15,6,756,0,0,0,0,0,0,0,0,0,0,0,2,6,6,12,217,22,32,126,53,189,74,8,9,50446,871,476,476,458,18,0,395
G26000909605001,2013-2017,,,Michigan,26,Antrim County,9,,,960500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605, Antrim County, Michigan",,,492,62,31,84,79,70,2,75,25,20,36,5,3,897,5,0,0,0,0,15,0,0,26,0,0,0,10,19,27,228,17,68,77,63,236,85,13,8,69028,1031,615,615,548,67,0,416
G26000909605002,2013-2017,,,Michigan,26,Antrim County,9,,,960500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9605, Antrim County, Michigan",,,427,32,51,64,70,45,19,12,14,3,70,31,16,914,7,0,0,0,0,0,0,0,0,0,26,0,16,32,12,240,24,63,118,105,137,107,17,10,58083,983,499,499,477,22,0,484
G26000909605003,2013-2017,,,Michigan,26,Antrim County,9,,,960500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9605, Antrim County, Michigan",,,269,7,22,66,35,21,5,31,0,17,49,11,5,691,1,0,0,5,0,0,0,0,0,0,0,0,19,4,2,88,24,59,126,44,219,74,16,10,66833,726,363,363,327,36,0,363
