GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTM001,AHZTM002,AHZTM003,AHZTM004,AHZTM005,AHZTM006,AHZTM007,AHZTM008,AHZTM009,AHZTM010,AHZTM011,AHZTM012,AHZTM013,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,AH1PM001,AH3PM001,AH3PM002,AH3PM003,AH3PM004,AH3PM005,AH3PM006,AH3PM007
"G26000500313002","2013-2017",,,"Michigan","26","Allegan County","005",,,"031300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313, Allegan County, Michigan",,,124,31,37,29,44,33,18,60,22,19,41,30,7,134,10,10,10,10,10,10,10,5,5,3,15,7,16,17,20,92,26,34,62,26,46,22,10,6,4397,145,135,135,135,18,6,82
"G26000500313003","2013-2017",,,"Michigan","26","Allegan County","005",,,"031300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 313, Allegan County, Michigan",,,107,26,40,29,28,77,14,40,28,17,43,9,10,122,30,7,10,10,18,10,10,10,10,10,56,12,33,17,6,69,25,26,59,36,41,30,10,10,13057,125,119,119,117,35,10,95
"G26000500318001","2013-2017",,,"Michigan","26","Allegan County","005",,,"031800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 318, Allegan County, Michigan",,,134,54,35,42,44,38,50,45,27,25,12,17,10,107,10,10,10,10,10,10,10,10,10,10,10,18,14,10,10,66,10,27,43,51,54,40,10,11,15278,146,128,128,134,20,10,64
"G26000500318002","2013-2017",,,"Michigan","26","Allegan County","005",,,"031800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 318, Allegan County, Michigan",,,136,19,23,41,55,35,81,47,19,33,42,39,19,154,17,10,10,10,10,10,10,10,10,10,10,24,76,43,17,125,30,38,58,30,33,34,28,10,10292,182,137,137,137,10,10,124
"G26000500318003","2013-2017",,,"Michigan","26","Allegan County","005",,,"031800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 318, Allegan County, Michigan",,,148,40,56,28,28,55,38,55,10,33,65,11,35,142,10,10,10,10,10,10,10,10,10,10,16,18,28,10,15,125,24,42,64,68,50,39,18,18,10898,150,138,138,138,31,10,104
"G26000500318004","2013-2017",,,"Michigan","26","Allegan County","005",,,"031800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 318, Allegan County, Michigan",,,81,12,39,28,31,10,25,27,10,57,34,19,10,130,10,10,10,10,10,10,10,10,10,10,10,10,19,24,10,63,35,26,67,26,32,61,10,10,29909,218,120,120,121,15,10,112
"G26000500319001","2013-2017",,,"Michigan","26","Allegan County","005",,,"031900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 319, Allegan County, Michigan",,,150,10,50,65,30,95,19,46,34,28,19,10,38,159,10,10,10,10,10,10,4,10,4,10,10,10,10,10,25,113,15,74,51,63,51,16,10,10,2583,185,150,150,150,18,10,99
"G26000500319002","2013-2017",,,"Michigan","26","Allegan County","005",,,"031900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 319, Allegan County, Michigan",,,116,39,55,39,48,22,40,48,10,10,22,10,10,163,14,10,10,10,10,10,10,10,10,10,10,40,49,23,10,126,10,48,66,47,31,10,10,10,14901,158,120,120,116,18,10,183
"G26000500319003","2013-2017",,,"Michigan","26","Allegan County","005",,,"031900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 319, Allegan County, Michigan",,,155,29,49,53,44,80,50,74,36,23,71,10,10,205,10,10,10,10,10,10,10,10,10,10,29,65,101,53,10,98,58,67,80,56,117,65,14,10,21131,218,162,162,158,40,10,139
"G26000500319004","2013-2017",,,"Michigan","26","Allegan County","005",,,"031900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 319, Allegan County, Michigan",,,140,48,39,21,10,77,33,48,19,27,72,14,10,164,37,10,10,10,10,17,10,10,10,10,10,10,10,12,17,122,44,41,69,35,45,41,10,10,27836,240,151,151,149,20,10,151
"G26000500320001","2013-2017",,,"Michigan","26","Allegan County","005",,,"032000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 320, Allegan County, Michigan",,,134,10,19,105,62,40,10,51,57,68,46,10,28,163,10,10,32,10,10,10,10,10,10,10,10,36,10,34,29,103,25,72,77,75,64,34,19,37,16881,184,141,141,134,20,10,120
"G26000500320002","2013-2017",,,"Michigan","26","Allegan County","005",,,"032000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 320, Allegan County, Michigan",,,211,10,22,133,89,69,86,47,43,10,74,10,10,261,36,10,10,10,10,10,10,10,10,10,10,61,22,95,10,163,37,28,119,90,108,10,39,10,8762,264,216,216,216,10,10,167
"G26000500320003","2013-2017",,,"Michigan","26","Allegan County","005",,,"032000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 320, Allegan County, Michigan",,,207,82,84,67,32,51,28,91,71,10,10,37,10,211,31,10,10,10,10,10,10,10,10,10,10,10,27,67,10,92,34,82,136,49,95,36,10,10,18345,258,208,208,212,19,10,119
"G26000500320004","2013-2017",,,"Michigan","26","Allegan County","005",,,"032000","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 320, Allegan County, Michigan",,,146,40,48,33,49,76,32,56,33,10,31,10,10,199,30,10,10,10,10,3,10,9,10,10,32,4,10,42,20,96,31,33,64,53,77,59,30,10,34914,205,142,142,142,10,10,159
"G26000500321001","2013-2017",,,"Michigan","26","Allegan County","005",,,"032100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 321, Allegan County, Michigan",,,143,29,72,46,24,52,39,51,11,16,28,9,10,145,10,10,10,10,10,10,10,10,10,10,10,9,14,11,10,70,34,75,67,42,64,34,10,10,6791,179,137,137,140,23,10,115
"G26000500321002","2013-2017",,,"Michigan","26","Allegan County","005",,,"032100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 321, Allegan County, Michigan",,,175,22,22,54,44,84,78,73,24,13,41,41,60,183,18,10,10,10,10,2,3,10,10,10,13,13,33,13,14,114,47,63,71,51,112,59,18,40,13097,203,171,171,172,15,10,137
"G26000500321003","2013-2017",,,"Michigan","26","Allegan County","005",,,"032100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 321, Allegan County, Michigan",,,140,12,84,57,57,86,25,58,10,14,10,10,10,117,14,10,10,10,10,10,10,10,10,10,10,42,49,10,10,114,29,46,92,40,29,14,10,10,5778,143,147,147,140,40,10,86
"G26000500322001","2013-2017",,,"Michigan","26","Allegan County","005",,,"032200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 322, Allegan County, Michigan",,,207,40,131,127,105,60,29,19,57,58,69,10,13,192,10,10,10,10,10,10,10,10,10,14,57,52,55,45,42,120,29,110,114,100,129,59,28,28,7869,218,202,202,204,51,10,167
"G26000500322002","2013-2017",,,"Michigan","26","Allegan County","005",,,"032200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 322, Allegan County, Michigan",,,123,10,28,56,64,66,16,10,21,10,10,13,71,120,40,10,10,10,10,10,10,10,10,10,10,10,10,10,36,80,47,63,45,48,73,38,10,24,10347,182,122,122,123,42,10,131
"G26000500322003","2013-2017",,,"Michigan","26","Allegan County","005",,,"032200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 322, Allegan County, Michigan",,,159,10,56,83,122,19,10,10,10,19,14,10,10,185,28,10,10,10,10,9,10,10,10,10,26,10,25,10,10,112,106,52,38,47,54,61,9,31,19505,190,163,163,162,27,10,126
"G26000500324011","2013-2017",,,"Michigan","26","Allegan County","005",,,"032401","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 324.01, Allegan County, Michigan",,,109,37,79,107,55,63,6,19,5,21,42,14,5,93,9,10,10,10,17,10,33,10,27,10,14,51,48,15,10,92,50,41,70,40,54,24,15,10,7460,109,113,113,110,41,10,101
"G26000500324021","2013-2017",,,"Michigan","26","Allegan County","005",,,"032402","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 324.02, Allegan County, Michigan",,,101,13,28,45,57,57,16,49,7,14,16,10,10,110,10,10,10,10,10,10,10,24,10,23,21,18,10,41,19,87,24,24,28,28,42,19,10,10,20566,119,103,103,101,14,10,56
"G26000500324022","2013-2017",,,"Michigan","26","Allegan County","005",,,"032402","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 324.02, Allegan County, Michigan",,,103,21,62,56,52,56,19,34,13,12,29,10,10,111,8,10,10,10,10,10,10,10,10,10,36,7,8,15,16,62,24,44,51,59,47,36,10,10,15037,129,108,108,109,17,10,82
"G26000500324023","2013-2017",,,"Michigan","26","Allegan County","005",,,"032402","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 324.02, Allegan County, Michigan",,,132,18,49,36,55,46,17,131,10,16,12,45,10,121,8,10,10,10,10,10,10,10,10,10,10,10,10,25,10,91,39,36,86,31,49,34,13,10,18916,157,138,138,136,16,10,102
"G26000500326001","2013-2017",,,"Michigan","26","Allegan County","005",,,"032600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 326, Allegan County, Michigan",,,116,10,22,66,66,63,7,46,10,22,15,14,10,160,25,10,10,10,10,10,10,10,42,10,14,10,10,10,10,66,15,39,47,54,65,44,15,29,6541,151,118,118,116,15,10,93
"G26000509900000","2013-2017",,,"Michigan","26","Allegan County","005",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Allegan County, Michigan",,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10
"G26000700001001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Alpena County, Michigan",,,40,9,17,5,6,23,19,17,8,4,14,7,5,62,4,10,10,10,10,10,10,10,10,10,4,8,6,9,9,37,9,18,21,9,37,10,10,4,10582,65,46,46,44,10,10,47
"G26000700001002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Alpena County, Michigan",,,80,5,8,38,28,35,24,37,11,10,3,8,20,83,5,10,10,10,10,10,10,10,10,10,4,3,7,7,7,57,15,14,38,33,22,11,4,10,5689,90,79,79,79,6,10,62
"G26000700001003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Alpena County, Michigan",,,61,19,17,27,19,24,18,27,7,10,28,12,10,87,5,10,10,10,10,5,10,10,8,8,7,4,9,22,11,53,16,28,33,25,33,16,9,10,4216,96,61,61,60,14,10,76
"G26000700001004","2013-2017",,,"Michigan","26","Alpena County","007",,,"000100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1, Alpena County, Michigan",,,68,10,8,16,30,17,37,28,20,7,15,6,4,84,7,10,10,10,10,10,10,12,10,5,7,21,9,13,12,40,12,23,41,37,28,11,10,4,3773,100,75,75,70,19,10,82
"G26000700001005","2013-2017",,,"Michigan","26","Alpena County","007",,,"000100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1, Alpena County, Michigan",,,63,6,19,17,14,43,17,36,15,8,7,7,4,88,9,10,10,6,10,10,10,10,10,4,18,5,21,12,27,51,21,20,41,41,32,15,4,10,13838,93,62,60,60,16,5,71
"G26000700002001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Alpena County, Michigan",,,87,15,9,28,53,49,14,23,5,10,6,9,10,98,6,10,10,10,10,10,10,10,4,10,8,5,9,9,6,43,10,23,56,39,31,22,10,8,8297,131,92,92,88,14,5,70
"G26000700002002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Alpena County, Michigan",,,57,10,5,31,25,29,12,5,10,10,18,9,9,80,10,10,10,10,10,10,10,10,10,10,4,7,8,7,5,39,18,29,40,25,18,16,4,10,15662,89,62,62,59,15,10,67
"G26000700002003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2, Alpena County, Michigan",,,96,24,27,36,66,40,21,18,8,10,10,10,11,94,11,10,10,10,10,10,10,10,10,10,10,7,24,11,19,50,9,31,55,42,40,23,10,9,8115,109,95,95,99,18,10,64
"G26000700002004","2013-2017",,,"Michigan","26","Alpena County","007",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2, Alpena County, Michigan",,,79,8,33,21,31,36,22,17,10,10,10,10,9,74,16,10,4,10,10,10,10,10,10,10,10,6,9,9,10,50,15,17,35,33,22,15,16,10,5427,105,87,87,80,22,10,54
"G26000700002005","2013-2017",,,"Michigan","26","Alpena County","007",,,"000200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 2, Alpena County, Michigan",,,98,13,26,36,38,25,31,31,10,10,10,10,41,87,10,10,10,10,10,10,10,10,10,10,14,10,11,10,17,68,14,26,45,61,19,4,6,10,6493,110,102,102,98,19,10,60
"G26000700003001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Alpena County, Michigan",,,136,9,10,39,47,89,56,19,10,9,49,10,10,170,10,10,10,10,10,10,10,10,10,10,10,9,40,10,14,124,57,47,39,51,36,25,10,10,29558,193,188,188,188,10,10,67
"G26000700003002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Alpena County, Michigan",,,78,13,31,33,49,28,14,10,10,10,10,10,13,123,10,10,10,10,10,10,10,10,10,10,10,20,14,29,10,53,24,19,61,22,51,14,36,10,9769,131,87,87,81,22,10,90
"G26000700003003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Alpena County, Michigan",,,118,10,51,47,66,37,33,14,10,10,19,41,10,157,10,10,10,10,10,10,10,10,10,10,24,10,51,23,15,103,25,31,54,38,30,8,10,10,9400,172,131,131,120,52,10,129
"G26000700003004","2013-2017",,,"Michigan","26","Alpena County","007",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3, Alpena County, Michigan",,,176,20,47,83,76,57,25,34,10,10,10,10,10,161,10,10,10,10,10,10,10,10,10,11,10,10,17,29,27,98,25,33,67,61,75,44,18,10,19984,194,179,179,178,8,10,115
"G26000700004001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Alpena County, Michigan",,,75,33,71,61,35,10,11,12,10,10,10,10,10,92,21,10,10,10,10,10,10,10,10,10,10,14,10,10,10,56,18,31,68,10,34,21,10,15,7076,103,86,86,77,38,10,54
"G26000700004002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Alpena County, Michigan",,,136,46,69,48,54,10,10,10,10,10,18,10,43,125,4,10,10,10,32,10,10,10,10,10,11,10,10,6,10,61,25,45,66,56,12,50,10,10,4631,162,148,148,135,44,10,109
"G26000700004003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Alpena County, Michigan",,,97,22,55,57,40,14,10,22,10,30,10,10,10,107,10,10,10,10,10,10,10,29,10,10,29,10,12,28,14,60,30,44,55,54,28,19,10,10,7411,137,99,99,97,19,10,106
"G26000700004004","2013-2017",,,"Michigan","26","Alpena County","007",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4, Alpena County, Michigan",,,81,37,56,31,33,13,10,14,10,10,11,10,10,86,13,10,10,10,10,10,10,10,10,10,10,10,10,13,10,62,29,10,46,46,16,12,10,10,8518,105,95,95,83,43,10,76
"G26000700005001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Alpena County, Michigan",,,75,22,47,53,29,5,10,10,10,10,7,11,10,70,10,10,10,10,10,10,10,10,10,10,25,10,13,7,24,42,8,24,37,35,17,11,16,10,23179,86,78,78,78,11,10,54
"G26000700005002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Alpena County, Michigan",,,82,24,33,51,44,16,14,28,10,10,10,6,8,97,10,10,10,10,20,10,10,10,10,10,10,10,30,10,6,43,21,16,34,40,45,9,7,10,5363,112,97,97,84,48,10,63
"G26000700005003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Alpena County, Michigan",,,68,16,51,22,12,21,10,6,10,4,24,10,10,76,10,10,10,10,10,10,10,10,10,10,11,10,10,10,6,52,25,26,36,24,25,20,10,10,3615,84,69,69,68,15,10,59
"G26000700006001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Alpena County, Michigan",,,137,65,77,59,68,13,22,47,10,16,17,10,10,122,10,10,10,10,10,10,10,10,10,10,10,33,10,14,16,94,41,41,68,57,48,31,10,15,9707,122,145,143,142,26,13,121
"G26000700006002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Alpena County, Michigan",,,132,40,83,71,54,23,32,10,10,10,10,10,10,241,46,10,10,10,10,10,10,10,10,10,61,37,15,24,21,126,43,39,61,62,90,58,26,14,7715,255,140,140,135,27,10,209
"G26000700007001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Alpena County, Michigan",,,141,19,121,70,51,10,10,50,10,10,10,9,13,165,10,10,10,10,10,10,10,10,10,10,10,14,10,16,21,67,60,34,72,68,71,42,24,14,18331,175,141,141,142,8,10,101
"G26000700007002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Alpena County, Michigan",,,119,10,45,60,61,10,20,10,10,10,18,15,16,128,19,10,10,10,10,10,10,10,43,10,10,15,21,28,22,100,21,43,45,47,47,27,10,5,7541,156,144,144,120,48,10,87
"G26000700007003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Alpena County, Michigan",,,91,22,64,68,17,14,10,10,10,15,10,10,10,112,10,10,10,10,10,10,10,10,10,10,20,10,10,10,24,58,25,11,78,36,34,26,14,10,11889,121,97,97,94,12,10,71
"G26000700008001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Alpena County, Michigan",,,114,19,59,69,35,15,33,31,20,22,10,10,10,118,10,10,10,10,10,12,10,10,10,10,14,10,10,10,26,84,11,37,45,55,51,55,10,10,7692,129,116,116,114,31,10,95
"G26000700008002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Alpena County, Michigan",,,98,44,61,56,25,17,10,12,10,10,10,10,10,125,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,65,22,24,90,49,48,16,11,10,9788,129,111,110,100,41,13,75
"G26000700008003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8, Alpena County, Michigan",,,109,36,68,75,19,13,10,10,10,15,10,10,10,121,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,49,16,37,79,52,48,24,13,10,34050,126,117,117,113,16,10,61
"G26000700008004","2013-2017",,,"Michigan","26","Alpena County","007",,,"000800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 8, Alpena County, Michigan",,,120,16,77,80,15,10,10,10,10,10,10,17,10,99,10,10,10,10,10,10,10,10,10,10,10,10,10,13,11,56,16,17,33,29,44,39,15,16,16475,119,126,126,126,10,10,70
"G26000700009001","2013-2017",,,"Michigan","26","Alpena County","007",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Alpena County, Michigan",,,72,12,41,55,30,16,10,10,10,10,12,6,10,88,10,10,10,10,10,10,10,10,4,10,10,3,17,14,13,69,16,32,34,35,30,31,10,10,3470,97,79,79,80,18,10,86
"G26000700009002","2013-2017",,,"Michigan","26","Alpena County","007",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Alpena County, Michigan",,,134,29,27,109,57,58,13,6,13,19,26,10,19,117,10,10,10,10,10,10,10,10,10,10,13,10,23,40,21,67,38,63,72,63,77,33,20,18,10159,139,148,148,145,31,10,104
"G26000700009003","2013-2017",,,"Michigan","26","Alpena County","007",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9, Alpena County, Michigan",,,83,23,8,35,28,55,12,29,15,21,15,10,10,88,10,10,10,10,6,7,10,10,10,10,10,13,8,10,15,58,43,22,39,32,30,14,13,10,6816,105,84,85,85,10,9,61
"G26000709900000","2013-2017",,,"Michigan","26","Alpena County","007",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Alpena County, Michigan",,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10
"G26000909601001","2013-2017",,,"Michigan","26","Antrim County","009",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9601, Antrim County, Michigan",,,62,21,15,15,41,27,10,16,10,16,15,11,2,72,4,10,10,10,10,10,10,10,11,10,10,32,11,25,4,35,12,22,26,23,23,10,2,10,19006,97,66,66,66,12,10,62
"G26000909601002","2013-2017",,,"Michigan","26","Antrim County","009",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9601, Antrim County, Michigan",,,51,11,21,18,26,17,5,15,12,8,4,6,10,84,10,10,10,10,10,10,10,10,10,3,4,10,7,6,4,35,6,14,24,25,43,31,8,10,7087,112,66,66,63,10,10,72
"G26000909601003","2013-2017",,,"Michigan","26","Antrim County","009",,,"960100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9601, Antrim County, Michigan",,,83,17,25,27,30,32,16,21,15,18,22,22,16,128,2,10,10,10,10,10,10,10,10,10,23,19,12,4,2,71,7,30,50,39,59,34,23,4,13886,137,96,96,97,8,10,81
"G26000909602001","2013-2017",,,"Michigan","26","Antrim County","009",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9602, Antrim County, Michigan",,,88,7,22,20,41,39,13,41,15,21,29,13,10,113,14,10,10,10,10,10,10,10,10,4,11,14,17,22,7,82,23,24,33,37,41,19,10,4,6666,134,101,101,91,36,10,80
"G26000909602002","2013-2017",,,"Michigan","26","Antrim County","009",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9602, Antrim County, Michigan",,,79,13,35,51,29,15,21,30,12,12,18,22,7,95,5,10,10,10,10,10,10,10,10,10,14,5,14,14,7,58,27,27,45,31,27,18,8,3,6684,111,79,79,80,14,10,86
"G26000909603001","2013-2017",,,"Michigan","26","Antrim County","009",,,"960300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9603, Antrim County, Michigan",,,77,50,16,42,23,35,15,10,13,3,15,12,4,90,4,10,10,10,10,10,10,10,3,10,5,14,6,10,4,48,19,22,36,39,37,19,5,11,6244,102,84,84,82,14,10,64
"G26000909603002","2013-2017",,,"Michigan","26","Antrim County","009",,,"960300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9603, Antrim County, Michigan",,,53,33,12,25,26,15,7,19,10,10,20,11,6,87,10,10,10,10,10,10,10,10,10,10,10,10,8,14,6,40,15,19,42,40,24,12,11,3,3759,90,63,63,60,16,10,57
"G26000909603003","2013-2017",,,"Michigan","26","Antrim County","009",,,"960300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9603, Antrim County, Michigan",,,57,5,26,24,17,18,18,11,10,6,25,13,13,101,10,10,10,10,10,10,10,10,10,10,10,10,10,3,7,58,15,28,40,30,55,36,11,10,9139,113,88,88,79,23,10,62
"G26000909604001","2013-2017",,,"Michigan","26","Antrim County","009",,,"960400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9604, Antrim County, Michigan",,,79,27,32,16,24,37,14,20,31,8,20,18,12,104,10,17,10,10,10,10,10,10,10,10,10,29,13,14,4,57,9,32,41,49,46,21,7,12,8853,111,81,81,80,12,10,73
"G26000909604002","2013-2017",,,"Michigan","26","Antrim County","009",,,"960400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9604, Antrim County, Michigan",,,92,22,30,67,17,15,11,4,10,7,24,12,10,144,6,10,10,10,10,10,10,10,10,10,8,16,29,7,3,79,7,23,42,31,55,30,13,34,4181,161,98,98,95,15,10,140
"G26000909604003","2013-2017",,,"Michigan","26","Antrim County","009",,,"960400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9604, Antrim County, Michigan",,,96,36,36,49,21,12,20,23,4,12,25,15,7,89,10,10,10,10,10,10,10,10,10,10,10,3,7,6,10,58,13,20,34,20,45,29,9,8,8589,112,98,98,96,12,10,69
"G26000909605001","2013-2017",,,"Michigan","26","Antrim County","009",,,"960500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9605, Antrim County, Michigan",,,93,42,20,36,31,52,3,33,16,13,29,8,4,130,7,10,10,10,10,22,10,10,34,10,10,10,12,21,15,66,12,32,29,27,78,31,13,9,6607,155,119,119,102,38,10,101
"G26000909605002","2013-2017",,,"Michigan","26","Antrim County","009",,,"960500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9605, Antrim County, Michigan",,,79,19,29,31,33,21,11,12,10,4,34,19,11,87,7,10,10,10,10,10,10,10,10,10,19,10,10,20,14,60,16,20,39,28,35,40,10,8,7438,93,81,81,81,12,10,54
