FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,Occupancy_Status_Total,Occupancy_Status_Occupied,Occupancy_Status_Vacant,Value_Total,Value_Less_than_10000,Value_10000_to_14999,Value_15000_to_19999,Value_20000_to_24999,Value_25000_to_29999,Value_30000_to_34999,Value_35000_to_39999,Value_40000_to_49999,Value_50000_to_59999,Value_60000_to_69999,Value_70000_to_79999,Value_80000_to_89999,Value_90000_to_99999,Value_100000_to_124999,Value_125000_to_149999,Value_150000_to_174999,Value_175000_to_199999,Value_200000_to_249999,Value_250000_to_299999,Value_300000_to_399999,Value_400000_to_499999,Value_500000_to_749999,Value_750000_to_999999,Value_1000000_to_1499999,Value_1500000_to_1999999,Value_2000000_or_more,Median_Value,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,Per_Vacant,UNIQUE_ID
42,26,163,501100,5,2.62E+11,Block Group 5,G5030,S,248840,0,42.4180613,-82.9616162,G26016305011005,1952.673281,248839.7794,G26016305011005,2013-2017, , ,Michigan,26,Wayne County,163, , ,501100,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5011, Wayne County, Michigan",508,326,182,158,25,23,0,0,0,32,40,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34800,158,33,0,0,0,33,0,0,0,0,0,0,125,0,40,8,0,31,0,0,0,22,24,22.9,0,25.4,35.82677165,42
43,26,163,501200,1,2.62E+11,Block Group 1,G5030,S,440121,0,42.4104936,-82.9507049,G26016305012001,3437.083281,440123.18,G26016305012001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5012, Wayne County, Michigan",473,283,190,87,0,10,4,11,0,20,5,4,0,10,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34600,87,48,0,0,8,30,0,0,0,0,10,0,39,5,0,8,5,16,5,0,0,0,0,23.2,22.7,25.5,40.16913319,43
44,26,163,501200,2,2.62E+11,Block Group 2,G5030,S,247399,0,42.4131177,-82.952388,G26016305012002,2098.953924,247400.0339,G26016305012002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5012, Wayne County, Michigan",429,240,189,109,0,13,14,3,5,8,0,29,20,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,44000,109,50,0,16,3,11,4,0,9,0,7,0,59,29,20,5,0,0,5,0,0,0,0,13.5,22.7,10.1,44.05594406,44
45,26,163,501300,1,2.62E+11,Block Group 1,G5030,S,206355,0,42.4040989,-82.954709,G26016305013001,2258.29728,206357.1549,G26016305013001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5013, Wayne County, Michigan",264,147,117,80,0,0,0,13,0,0,0,0,26,17,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,60600,80,38,0,0,3,24,0,0,0,0,11,0,42,30,0,12,0,0,0,0,0,0,0,18.3,23.3,10,44.31818182,45
46,26,163,501300,2,2.62E+11,Block Group 2,G5030,S,219093,0,42.400466,-82.9507323,G26016305013002,1887.949275,219093.254,G26016305013002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5013, Wayne County, Michigan",141,66,75,29,0,18,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,6,0,0,0,0,23,0,5,18,0,0,0,0,0,0,0,17.6,0,0,53.19148936,46
47,26,163,501300,3,2.62E+11,Block Group 3,G5030,S,217326,0,42.4025928,-82.9449283,G26016305013003,1879.46288,217327.1138,G26016305013003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5013, Wayne County, Michigan",506,381,125,156,0,32,0,0,0,75,21,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33100,156,33,0,0,0,0,0,13,0,6,0,14,123,28,10,9,0,0,0,0,0,76,0,50,0,50,24.70355731,47
48,26,163,501300,4,2.62E+11,Block Group 4,G5030,S,195396,0,42.4012459,-82.9562794,G26016305013004,2313.410771,195395.6675,G26016305013004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5013, Wayne County, Michigan",106,89,17,57,20,0,0,0,10,10,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,29300,57,8,0,0,8,0,0,0,0,0,0,0,49,10,0,19,0,0,0,0,0,0,20,16.6,0,16.2,16.03773585,48
49,26,163,501300,5,2.62E+11,Block Group 5,G5030,S,397189,0,42.4060603,-82.9485349,G26016305013005,2577.793773,397189.2963,G26016305013005,2013-2017, , ,Michigan,26,Wayne County,163, , ,501300,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5013, Wayne County, Michigan",546,464,82,284,13,34,9,35,23,13,0,58,15,0,35,7,0,39,0,0,0,0,0,0,0,0,0,3,0,0,42600,284,121,0,37,35,7,0,15,14,0,13,0,163,32,35,74,0,0,0,0,10,12,0,16.7,18.4,16,15.01831502,49
50,26,163,501400,1,2.62E+11,Block Group 1,G5030,S,252451,0,42.4081933,-82.9407718,G26016305014001,2057.677492,252449.3869,G26016305014001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5014, Wayne County, Michigan",276,218,58,131,0,10,0,0,13,8,0,41,26,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,48400,131,51,21,0,0,0,7,0,0,17,6,0,80,32,26,12,0,0,10,0,0,0,0,12.4,28.2,11.5,21.01449275,50
51,26,163,501400,2,2.62E+11,Block Group 2,G5030,S,237523,0,42.4094136,-82.9346757,G26016305014002,1995.817884,237522.2013,G26016305014002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5014, Wayne County, Michigan",383,325,58,247,7,0,19,7,16,39,35,12,51,17,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40400,247,157,0,96,28,17,16,0,0,0,0,0,90,37,8,20,0,18,0,0,0,7,0,14.2,14.1,15,15.14360313,51
52,26,163,501400,3,2.62E+11,Block Group 3,G5030,S,338879,0,42.4052023,-82.9371469,G26016305014003,2857.98156,338879.709,G26016305014003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5014, Wayne County, Michigan",605,422,183,237,0,0,20,0,30,48,31,40,31,19,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,38300,237,73,0,0,11,22,10,30,0,0,0,0,164,53,27,0,0,35,0,0,9,40,0,25.6,26.8,25.3,30.24793388,52
53,26,163,501400,4,2.62E+11,Block Group 4,G5030,S,443871,0,42.4125854,-82.940348,G26016305014004,3281.466847,443869.941,G26016305014004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501400,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5014, Wayne County, Michigan",452,323,129,197,0,28,0,0,0,0,0,19,8,9,61,52,7,0,0,0,0,13,0,0,0,0,0,0,0,0,75700,197,102,10,20,21,9,18,0,0,11,13,0,95,18,30,0,8,0,0,10,0,29,0,19.9,20,14.9,28.53982301,53
54,26,163,501500,1,2.62E+11,Block Group 1,G5030,S,279273,0,42.4175158,-82.925776,G26016305015001,2283.903731,279274.2197,G26016305015001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5015, Wayne County, Michigan",424,331,93,188,0,29,19,10,0,0,0,55,0,0,55,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,46500,188,26,0,0,18,0,8,0,0,0,0,0,162,47,76,10,0,0,0,0,0,29,0,13.1,18.6,12.2,21.93396226,54
55,26,163,501500,2,2.62E+11,Block Group 2,G5030,S,117657,0,42.4215939,-82.9293302,G26016305015002,2143.290041,117656.8609,G26016305015002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5015, Wayne County, Michigan",176,176,0,78,0,0,0,69,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22800,78,69,0,0,9,0,0,0,0,0,60,0,9,9,0,0,0,0,0,0,0,0,0,50,50,0,0,55
56,26,163,501500,3,2.62E+11,Block Group 3,G5030,S,294215,0,42.422684,-82.9240455,G26016305015003,2372.381219,294214.6087,G26016305015003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5015, Wayne County, Michigan",310,290,20,154,33,0,16,21,6,0,0,0,0,14,0,0,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,154,54,17,6,31,0,0,0,0,0,0,0,100,35,0,7,9,16,16,0,0,10,7,17,15.6,22.5,6.451612903,56
57,26,163,501500,4,2.62E+11,Block Group 4,G5030,S,349004,0,42.4186155,-82.9200677,G26016305015004,2969.282629,349002.0416,G26016305015004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5015, Wayne County, Michigan",184,147,37,105,0,0,43,0,0,12,0,7,0,0,0,7,0,11,0,16,0,0,0,0,0,9,0,0,0,0,0,105,32,0,0,16,0,0,0,0,7,9,0,73,12,7,11,0,0,0,43,0,0,0,35.8,30,35.8,20.10869565,57
58,26,163,501500,5,2.62E+11,Block Group 5,G5030,S,562650,0,42.4156425,-82.9315205,G26016305015005,3111.160394,562648.4738,G26016305015005,2013-2017, , ,Michigan,26,Wayne County,163, , ,501500,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5015, Wayne County, Michigan",704,543,161,285,0,0,10,19,30,0,0,77,17,80,15,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,53800,285,126,19,17,7,53,20,0,0,0,10,0,159,42,63,23,0,0,0,0,0,21,10,14.8,21.9,12.6,22.86931818,58
59,26,163,501600,1,2.62E+11,Block Group 1,G5030,S,619979,0,42.4105594,-82.9257832,G26016305016001,3258.509059,619981.4167,G26016305016001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5016, Wayne County, Michigan",551,373,178,249,19,6,22,17,5,7,5,86,43,11,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,45100,249,73,6,6,21,0,8,11,0,5,16,0,176,33,45,7,41,0,0,0,37,13,0,20.8,27.2,20.4,32.30490018,59
60,26,163,501600,2,2.62E+11,Block Group 2,G5030,S,598701,0,42.4154127,-82.915463,G26016305016002,3595.429153,598699.2605,G26016305016002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5016, Wayne County, Michigan",522,388,134,194,16,7,0,0,0,22,21,29,15,22,16,33,0,6,0,7,0,0,0,0,0,0,0,0,0,0,51300,194,138,4,0,50,39,0,10,17,6,12,0,56,6,0,21,0,0,22,0,0,7,0,22.1,21.9,30.2,25.67049808,60
61,26,163,501700,1,2.62E+11,Block Group 1,G5030,S,559997,0,42.4018067,-82.9241218,G26016305017001,3484.007553,559997.562,G26016305017001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5017, Wayne County, Michigan",715,497,218,217,69,43,26,17,0,0,17,0,6,0,15,5,0,14,0,0,5,0,0,0,0,0,0,0,0,0,14600,217,33,0,5,0,0,14,0,0,10,0,4,184,44,27,23,21,15,0,16,0,38,0,21.8,28.4,19.6,30.48951049,61
62,26,163,501700,2,2.62E+11,Block Group 2,G5030,S,639564,0,42.4063749,-82.9188172,G26016305017002,3837.858722,639564.9083,G26016305017002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5017, Wayne County, Michigan",441,356,85,256,42,0,8,63,8,41,0,5,24,11,26,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,30900,256,89,6,0,6,3,14,0,35,25,0,0,167,37,28,30,15,0,36,0,0,7,14,23.9,37.2,16.9,19.27437642,62
63,26,163,501800,1,2.62E+11,Block Group 1,G5030,S,296203,0,42.4026792,-82.9309424,G26016305018001,2180.588735,296202.6165,G26016305018001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5018, Wayne County, Michigan",562,513,49,310,0,0,36,0,0,0,0,27,26,88,33,9,30,34,0,15,0,0,0,12,0,0,0,0,0,0,67500,310,150,0,38,25,30,15,18,0,0,24,0,160,18,47,21,23,0,0,36,15,0,0,20.6,22,18.6,8.71886121,63
64,26,163,501800,2,2.62E+11,Block Group 2,G5030,S,314381,0,42.4006144,-82.9365278,G26016305018002,2276.664623,314382.7636,G26016305018002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5018, Wayne County, Michigan",387,277,110,228,0,0,0,0,12,23,0,47,8,9,56,25,10,38,0,0,0,0,0,0,0,0,0,0,0,0,72700,228,164,0,30,44,24,0,0,10,0,56,0,64,44,0,0,20,0,0,0,0,0,0,19.5,21.7,10,28.42377261,64
65,26,163,501800,3,2.62E+11,Block Group 3,G5030,S,429085,0,42.3949003,-82.9327591,G26016305018003,2694.573585,429083.1272,G26016305018003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5018, Wayne County, Michigan",647,474,173,360,9,0,0,0,13,31,0,86,26,13,47,49,19,67,0,0,0,0,0,0,0,0,0,0,0,0,70400,360,229,10,52,21,49,11,0,6,42,38,0,131,9,47,38,14,0,0,0,0,23,0,20.2,23.2,16.3,26.73879444,65
66,26,163,501800,4,2.62E+11,Block Group 4,G5030,S,400643,0,42.3970274,-82.9272381,G26016305018004,2615.191261,400644.2605,G26016305018004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501800,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5018, Wayne County, Michigan",557,473,84,346,0,0,0,60,0,7,10,37,71,11,37,59,24,18,10,2,0,0,0,0,0,0,0,0,0,0,58300,346,194,41,18,53,23,0,16,0,10,33,0,152,46,52,0,13,41,0,0,0,0,0,16.5,18.6,12.9,15.08078995,66
67,26,163,501900,1,2.62E+11,Block Group 1,G5030,S,160718,0,42.3989956,-82.940771,G26016305019001,1749.950763,160718.1017,G26016305019001,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5019, Wayne County, Michigan",365,242,123,81,12,19,0,5,20,9,0,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26100,81,37,0,0,4,0,22,0,0,5,6,0,44,18,6,7,0,0,0,0,0,13,0,26.3,28.3,13.3,33.69863014,67
68,26,163,501900,2,2.62E+11,Block Group 2,G5030,S,158774,0,42.3940805,-82.9375559,G26016305019002,1736.091448,158773.0303,G26016305019002,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5019, Wayne County, Michigan",380,267,113,117,29,0,0,6,25,9,7,2,6,16,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,29700,117,48,2,22,10,0,0,10,4,0,0,0,69,6,7,0,16,13,0,0,19,8,0,23.6,15,27.1,29.73684211,68
69,26,163,501900,3,2.62E+11,Block Group 3,G5030,S,207156,0,42.3913198,-82.9383781,G26016305019003,2227.72278,207156.2029,G26016305019003,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5019, Wayne County, Michigan",349,266,83,140,0,6,5,0,33,15,6,11,16,27,11,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44500,140,63,12,15,5,6,0,0,5,0,20,0,77,23,0,27,5,0,0,0,0,22,0,18.1,19.5,17.9,23.78223496,69
70,26,163,501900,4,2.62E+11,Block Group 4,G5030,S,216014,0,42.397127,-82.9431223,G26016305019004,2159.672309,216014.9838,G26016305019004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5019, Wayne County, Michigan",289,185,104,83,0,0,7,0,0,6,0,18,31,4,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,53400,83,40,12,5,0,5,0,0,0,4,14,0,43,10,8,0,0,7,0,0,10,0,8,22.5,23,14.7,35.98615917,70
71,26,163,502000,1,2.62E+11,Block Group 1,G5030,S,519436,0,42.3928455,-82.9486164,G26016305020001,3388.076603,519435.8963,G26016305020001,2013-2017, , ,Michigan,26,Wayne County,163, , ,502000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5020, Wayne County, Michigan",482,373,109,205,0,21,10,12,0,4,5,0,38,27,68,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,64600,205,145,8,0,18,20,25,23,22,4,25,0,60,18,12,23,3,4,0,0,0,0,0,25.1,30.3,15,22.61410788,71
72,26,163,502000,2,2.62E+11,Block Group 2,G5030,S,374921,0,42.3939149,-82.9446789,G26016305020002,3256.525733,374920.2015,G26016305020002,2013-2017, , ,Michigan,26,Wayne County,163, , ,502000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5020, Wayne County, Michigan",480,294,186,195,5,16,5,40,30,12,5,14,17,17,17,3,0,10,0,0,0,0,0,4,0,0,0,0,0,0,30600,195,63,0,17,9,15,10,0,7,0,5,0,132,43,17,12,17,11,0,0,0,27,5,19.3,21.8,16.5,38.75,72
73,26,163,503100,1,2.62E+11,Block Group 1,G5030,S,449459,0,42.4474737,-82.9750364,G26016305031001,2894.373083,449459.7435,G26016305031001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5031, Wayne County, Michigan",519,443,76,232,6,22,16,27,12,62,28,0,19,13,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,32700,232,114,9,11,52,0,23,0,0,6,13,0,118,20,9,11,0,20,5,22,4,27,0,25.5,18.6,29.8,14.64354528,73
74,26,163,503100,2,2.62E+11,Block Group 2,G5030,S,214724,0,42.4438435,-82.9762014,G26016305031002,2060.457392,214724.4034,G26016305031002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5031, Wayne County, Michigan",311,243,68,132,0,7,7,31,4,5,12,39,6,0,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,40000,132,81,0,22,0,4,0,17,13,0,25,0,51,12,39,0,0,0,0,0,0,0,0,14.4,34.3,11.7,21.86495177,74
75,26,163,503100,3,2.62E+11,Block Group 3,G5030,S,316332,0,42.4458008,-82.9830881,G26016305031003,2383.500339,316333.2843,G26016305031003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5031, Wayne County, Michigan",401,320,81,149,7,13,11,23,42,25,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400,149,56,6,8,4,5,24,0,0,6,3,0,93,32,5,22,0,0,5,0,0,29,0,19.5,26,17.2,20.19950125,75
76,26,163,503200,1,2.62E+11,Block Group 1,G5030,S,478322,0,42.4450495,-82.9896025,G26016305032001,3177.392896,478324.5551,G26016305032001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5032, Wayne County, Michigan",781,526,255,231,35,8,34,36,40,27,9,24,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25300,231,106,0,0,20,50,0,0,0,0,36,0,125,28,53,7,0,0,6,0,0,18,13,20.1,23.3,12.6,32.65044814,76
77,26,163,503200,2,2.62E+11,Block Group 2,G5030,S,322053,0,42.4436142,-83.0001332,G26016305032002,2407.94506,322054.2357,G26016305032002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5032, Wayne County, Michigan",310,183,127,75,15,0,9,0,0,17,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,75,0,43,15,0,0,9,8,0,0,0,14.4,0,14.4,40.96774194,77
78,26,163,503200,3,2.62E+11,Block Group 3,G5030,S,470944,0,42.447242,-82.9978273,G26016305032003,3197.389368,470945.032,G26016305032003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5032, Wayne County, Michigan",425,265,160,84,6,8,7,0,0,20,17,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35300,84,44,0,9,9,10,10,0,0,0,6,0,40,8,17,0,0,7,8,0,0,0,0,19.4,22,13.5,37.64705882,78
79,26,163,503300,1,2.62E+11,Block Group 1,G5030,S,344074,0,42.4384365,-82.9878785,G26016305033001,2623.341148,344074.9293,G26016305033001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5033, Wayne County, Michigan",473,326,147,65,26,0,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,29,0,8,0,16,0,0,0,5,0,0,36,25,0,0,0,0,0,0,0,11,0,14.7,22,10,31.0782241,79
80,26,163,503300,2,2.62E+11,Block Group 2,G5030,S,302657,0,42.4384443,-82.9926959,G26016305033002,2616.54086,302657.007,G26016305033002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5033, Wayne County, Michigan",493,421,72,172,15,14,24,17,54,0,10,0,0,11,8,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26500,172,82,0,37,0,8,0,9,15,13,0,0,90,4,25,0,38,6,0,0,0,17,0,22.2,22.5,22.1,14.60446247,80
81,26,163,503300,3,2.62E+11,Block Group 3,G5030,S,326113,0,42.4382597,-82.9974686,G26016305033003,2423.069715,326112.7394,G26016305033003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5033, Wayne County, Michigan",438,332,106,145,0,15,40,57,10,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21500,145,87,0,0,0,12,33,16,0,0,26,0,58,15,12,0,0,20,0,0,0,0,11,27.6,29.8,13.5,24.20091324,81
82,26,163,503300,4,2.62E+11,Block Group 4,G5030,S,325332,0,42.4381242,-83.0023789,G26016305033004,2424.370194,325332.079,G26016305033004,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5033, Wayne County, Michigan",377,135,242,74,0,19,0,12,0,11,0,5,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,27,0,0,0,0,0,20,0,7,0,0,47,0,0,30,0,0,5,0,12,0,0,31.4,0,18.9,64.19098143,82
83,26,163,503400,1,2.62E+11,Block Group 1,G5030,S,318129,0,42.4386791,-82.9828864,G26016305034001,2401.323782,318128.9456,G26016305034001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5034, Wayne County, Michigan",401,306,95,151,10,4,13,20,14,35,0,3,0,0,4,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,32100,151,39,0,0,0,24,0,6,0,9,0,0,112,26,8,41,17,12,0,0,0,8,0,20.1,24.1,17.7,23.69077307,83
84,26,163,503400,2,2.62E+11,Block Group 2,G5030,S,352150,0,42.439285,-82.9776867,G26016305034002,2612.96585,352149.1011,G26016305034002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5034, Wayne County, Michigan",272,197,75,79,8,24,7,5,0,3,0,5,2,14,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79,21,5,3,2,0,0,3,0,0,8,0,58,0,3,3,14,14,7,0,0,12,5,27.5,30.8,27.3,27.57352941,84
85,26,163,503500,1,2.62E+11,Block Group 1,G5030,S,195963,0,42.4327527,-82.9816671,G26016305035001,2010.445598,195963.6391,G26016305035001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5035, Wayne County, Michigan",206,190,16,28,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,7.766990291,85
86,26,163,503500,2,2.62E+11,Block Group 2,G5030,S,166800,0,42.4293603,-82.9846253,G26016305035002,1793.671673,166799.5408,G26016305035002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5035, Wayne County, Michigan",301,137,164,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,54.48504983,86
