FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,AH6CE001,AH6CE002,AH6CE003,AH6CE004,AH6CE005,AH6CE006,AH6CE007,AH6CE008,AH6CE009,AH6CE010,AH6CE011,AH6CE012,AH6CE013,AH6CE014,AH6CE015,AH6CE016,AH6CE017,AH6CE018,AH6CE019,AH6CE020,AH6CE021,AH6CE022,AH6CE023,AH6CE024,AH6CE025,AH6CE026,AH6CE027,AH6CE028,AH6CE029,AH6CE030,AH6CE031,AH6CE032,AH6CE033,AH6CE034,AH6CE035,AH6CE036,AH6CE037,AH6CE038,AH6CE039,AH6DE001,AH6DE002,AH6DE003,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001,AH6CM001,AH6CM002,AH6CM003,AH6CM004,AH6CM005,AH6CM006,AH6CM007,AH6CM008,AH6CM009,AH6CM010,AH6CM011,AH6CM012,AH6CM013,AH6CM014,AH6CM015,AH6CM016,AH6CM017,AH6CM018,AH6CM019,AH6CM020,AH6CM021,AH6CM022,AH6CM023,AH6CM024,AH6CM025,AH6CM026,AH6CM027,AH6CM028,AH6CM029,AH6CM030,AH6CM031,AH6CM032,AH6CM033,AH6CM034,AH6CM035,AH6CM036,AH6CM037,AH6CM038,AH6CM039,AH6DM001,AH6DM002,AH6DM003,AH6FM001,AH6FM002,AH6FM003,AH6FM004,AH6FM005,AH6FM006,AH6FM007,AH6FM008,AH6FM009,AH6FM010,AH6FM011,AH6FM012,AH6FM013,AH6FM014,AH6FM015,AH6FM016,AH6FM017,AH6FM018,AH6FM019,AH6FM020,AH6FM021,AH6FM022,AH6FM023,AH6GM001,AH6GM002,AH6GM003,Per_Vacant,UNIQUE_ID
563,26,163,536200,1,261635362001,Block Group 1,G5030,S,239802.000000000000000,0.000000000000000,+42.4094883,-083.1622577,G26016305362001,2173.512061150000136,239799.954576999996789,G26016305362001,2013-2017, , ,Michigan,26,Wayne County,163, , ,536200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5362, Wayne County, Michigan",367,317,50,317,161,156,50,0,0,20,15,0,0,15,156,147,0,0,0,0,0,0,0,7,0,0,22,24,6,17,37,34,0,0,0,0,0,0,0,0,9,743,156,147,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,28,24,83,0,5,0,0,0,0,9,1044,149800,156,0,25,7,0,0,3,0,31,57,33,48.500000000000000,161,16,4,0,6,8,15,7,22,0,36,19,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,60700,161,84,0,0,0,0,6,12,39,4,5,7,6,5,0,0,0,0,0,77,15,0,0,0,6,6,8,0,42,0,0,0,0,0,0,0,0,0,0,595,762,508,161,84,0,17,23,6,4,6,0,7,21,0,77,21,8,12,7,0,0,6,23,0,0,19.899999999999999,21.699999999999999,19.000000000000000,"Block Group 1, Census Tract 5362, Wayne County, Michigan",69,71,39,71,55,68,39,10,10,27,24,10,10,19,68,67,10,10,10,10,10,10,10,10,10,10,29,36,11,23,40,42,10,10,10,10,10,10,10,10,16,127,68,67,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32,36,61,10,8,10,10,10,10,16,110,69362,68,10,39,10,10,10,7,10,39,40,40,18.899999999999999,55,16,8,10,9,12,21,10,22,10,31,20,10,10,8,10,35,10,10,10,10,10,10,10,10,10,10,32392,55,41,10,10,10,10,9,19,36,7,7,9,10,8,10,10,10,10,10,46,21,10,10,10,11,9,12,10,40,10,10,10,10,10,10,10,10,10,10,159,64,265,55,41,10,21,26,9,7,10,10,9,23,10,46,19,12,13,10,10,10,11,35,10,10,13.100000000000000,16.600000000000001,21.199999999999999,13.623978201600000,563
564,26,163,536200,2,261635362002,Block Group 2,G5030,S,433045.000000000000000,0.000000000000000,+42.4144882,-083.1651423,G26016305362002,2950.317400750000161,433047.787575000023935,G26016305362002,2013-2017, , ,Michigan,26,Wayne County,163, , ,536200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5362, Wayne County, Michigan",622,483,139,483,245,238,139,0,0,94,11,0,0,34,238,205,0,22,0,0,0,0,37,7,0,0,31,7,0,0,66,4,0,31,0,0,0,0,0,0,33,639,238,205,0,0,0,0,0,0,22,7,14,0,23,0,0,0,38,0,0,78,4,19,0,0,0,0,33,798,185400,238,0,22,30,57,0,14,13,20,49,33,24.399999999999999,245,11,0,0,11,30,20,23,32,8,13,14,13,19,37,7,0,7,0,0,0,0,0,0,0,0,0,48600,245,136,0,0,0,0,0,11,23,10,16,29,28,19,0,0,0,0,0,109,0,0,0,0,7,10,22,23,12,28,0,7,0,0,0,0,0,0,0,741,1069,467,245,136,0,23,10,5,31,13,5,0,42,7,109,35,0,45,0,7,15,7,0,0,0,25.100000000000001,29.300000000000001,17.199999999999999,"Block Group 2, Census Tract 5362, Wayne County, Michigan",68,80,62,80,73,84,62,10,10,59,17,10,10,37,84,78,10,30,10,10,10,10,41,11,10,10,40,12,10,10,50,7,10,24,10,10,10,10,10,10,27,274,84,78,10,10,10,10,10,10,30,11,21,10,38,10,10,10,42,10,10,51,8,26,10,10,10,10,27,502,74901,84,10,34,39,48,10,21,20,23,49,27,15.500000000000000,73,14,10,10,13,24,21,27,22,11,16,17,13,29,41,11,10,10,10,10,10,10,10,10,10,10,10,22604,73,52,10,10,10,10,10,13,17,17,17,26,21,29,10,10,10,10,10,58,10,10,10,10,12,11,19,27,13,37,10,10,10,10,10,10,10,10,10,164,196,124,73,52,10,25,13,9,32,13,7,10,30,11,58,25,10,44,10,11,16,10,10,10,10,12.600000000000000,7.100000000000000,3.500000000000000,22.347266880999999,564
565,26,163,536300,1,261635363001,Block Group 1,G5030,S,206874.000000000000000,0.000000000000000,+42.4079722,-083.1435887,G26016305363001,1952.117822939999996,206875.089401000004727,G26016305363001,2013-2017, , ,Michigan,26,Wayne County,163, , ,536300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5363, Wayne County, Michigan",249,111,138,111,60,51,138,70,0,45,0,0,0,23,51,51,0,0,0,0,0,23,0,0,0,8,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,516,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,11,0,0,0,0,0,0,0,0,855,43600,51,8,9,0,23,0,0,11,0,0,0,21.800000000000001,60,0,0,11,0,0,0,0,16,10,9,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,53000,60,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,50,8,9,0,6,0,13,6,0,8,0,0,0,0,0,0,0,0,0,0,358,0,323,60,10,0,0,0,0,0,0,0,0,10,0,50,28,0,8,0,0,6,0,0,8,0,16.300000000000001,0.000000000000000,10.000000000000000,"Block Group 1, Census Tract 5363, Wayne County, Michigan",79,55,79,55,30,48,79,64,10,52,10,10,10,38,48,48,10,10,10,10,10,38,10,10,10,13,10,18,10,14,10,10,10,10,10,10,10,10,10,10,10,370,48,48,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,41,18,10,10,10,10,10,10,10,10,59,40743,48,13,14,10,38,10,10,18,10,10,10,9.400000000000000,30,10,10,14,10,10,10,10,17,15,13,10,10,10,9,10,10,12,10,10,10,10,10,10,10,10,10,15466,30,15,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,25,13,13,10,10,10,14,9,10,12,10,10,10,10,10,10,10,10,10,10,106,0,110,30,15,10,10,10,10,10,10,10,10,15,10,25,23,10,12,10,10,9,10,10,12,10,30.500000000000000,0.000000000000000,0.000000000000000,55.421686747000003,565
566,26,163,536300,2,261635363002,Block Group 2,G5030,S,167839.000000000000000,0.000000000000000,+42.4061088,-083.1429170,G26016305363002,2972.495503940000162,167840.454434999992372,G26016305363002,2013-2017, , ,Michigan,26,Wayne County,163, , ,536300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5363, Wayne County, Michigan",211,100,111,100,65,35,111,60,0,0,0,0,0,51,35,35,0,0,0,0,0,0,0,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,25,0,0,0,0,0.000000000000000,65,6,0,28,0,0,13,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,37,0,0,8,0,0,0,15,7,0,0,7,0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,584,770,536,65,37,0,0,8,0,0,0,0,14,15,0,28,0,13,3,0,0,6,0,0,6,0,41.799999999999997,47.500000000000000,16.699999999999999,"Block Group 2, Census Tract 5363, Wayne County, Michigan",78,58,68,58,39,43,68,45,10,10,10,10,10,56,43,43,10,10,10,10,10,10,10,10,10,41,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,0,43,43,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,15,10,10,10,10,10,10,10,0,0,43,10,10,15,10,10,41,10,10,10,10,0.000000000000000,39,9,10,31,10,10,15,6,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,39,31,10,10,13,10,10,10,26,14,10,10,12,10,10,10,10,10,10,29,10,10,9,10,10,10,10,10,28,10,10,10,10,10,10,10,10,10,10,273,212,205,39,31,10,10,13,10,10,10,10,19,26,10,29,10,25,6,10,10,9,10,10,9,10,29.300000000000001,21.699999999999999,36.000000000000000,52.606635071100001,566
567,26,163,536300,3,261635363003,Block Group 3,G5030,S,213012.000000000000000,0.000000000000000,+42.4074652,-083.1510650,G26016305363003,1861.234363759999951,213013.358719000010751,G26016305363003,2013-2017, , ,Michigan,26,Wayne County,163, , ,536300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5363, Wayne County, Michigan",164,117,47,117,66,51,47,0,0,23,0,0,0,24,51,51,0,0,0,0,0,0,0,0,0,11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,718,51,51,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,23,0,0,0,0,0,0,0,743,44700,51,0,0,0,0,11,23,0,0,0,17,0.000000000000000,66,0,9,0,4,10,0,9,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40900,66,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,39,0,0,9,0,0,6,0,9,0,5,0,10,0,0,0,0,0,0,0,840,0,450,66,27,0,4,0,0,0,0,0,0,0,23,39,25,0,9,5,0,0,0,0,0,0,10.000000000000000,0.000000000000000,10.000000000000000,"Block Group 3, Census Tract 5363, Wayne County, Michigan",68,63,52,63,44,48,52,10,10,37,10,10,10,39,48,48,10,10,10,10,10,10,10,10,10,20,10,10,10,44,10,10,10,10,10,10,10,10,10,10,10,115,48,48,10,10,10,10,10,10,10,10,10,20,10,10,10,27,10,10,10,37,10,10,10,10,10,10,10,564,47217,48,10,10,10,10,20,37,10,10,10,27,0.000000000000000,44,10,15,10,7,15,10,16,13,10,34,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20551,44,34,10,10,10,10,10,10,10,10,10,34,10,10,10,10,10,10,10,29,10,10,15,10,10,10,10,16,10,9,10,15,10,10,10,10,10,10,10,550,0,310,44,34,10,7,10,10,10,10,10,10,10,34,29,23,10,16,9,10,10,10,10,10,10,0.000000000000000,0.000000000000000,0.000000000000000,28.658536585400000,567
568,26,163,536300,4,261635363004,Block Group 4,G5030,S,145964.000000000000000,0.000000000000000,+42.4071875,-083.1549457,G26016305363004,2064.023855439999807,145964.277941000007559,G26016305363004,2013-2017, , ,Michigan,26,Wayne County,163, , ,536300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5363, Wayne County, Michigan",349,253,96,253,152,101,96,47,0,0,0,0,0,49,101,75,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0,0,0,0,27,0,0,0,0,26,0,101,75,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,6,0,27,0,0,0,0,26,0,83300,101,0,0,0,0,42,0,0,0,33,26,29.500000000000000,152,0,36,0,0,8,38,9,0,0,55,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,45,0,0,0,0,0,0,0,0,0,36,9,0,0,0,0,0,0,107,0,0,0,0,0,46,6,9,46,0,0,0,0,0,0,0,0,0,0,533,0,417,152,45,0,0,0,0,0,0,0,0,45,0,107,0,14,0,9,0,0,46,38,0,0,41.799999999999997,0.000000000000000,38.299999999999997,"Block Group 4, Census Tract 5363, Wayne County, Michigan",113,110,71,110,101,85,71,51,10,10,10,10,10,54,85,74,10,10,10,10,10,10,10,10,10,10,10,60,10,10,10,10,10,10,10,43,10,10,10,10,42,0,85,74,10,10,10,10,10,10,10,10,10,10,10,10,10,60,10,10,10,10,10,43,10,10,10,10,42,0,84685,85,10,10,10,10,60,10,10,10,44,42,66.099999999999994,101,10,58,10,10,12,61,14,10,10,69,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,101,60,10,10,10,10,10,10,10,10,10,58,14,10,10,10,10,10,10,91,10,10,10,10,10,68,9,13,64,10,10,10,10,10,10,10,10,10,10,436,0,251,101,60,10,10,10,10,10,10,10,10,60,10,91,10,14,10,13,10,10,68,61,10,10,13.100000000000000,0.000000000000000,5.500000000000000,27.507163323800000,568
569,26,163,536300,5,261635363005,Block Group 5,G5030,S,142768.000000000000000,0.000000000000000,+42.4073299,-083.1582310,G26016305363005,1619.286434879999888,142767.019253000005847,G26016305363005,2013-2017, , ,Michigan,26,Wayne County,163, , ,536300,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5363, Wayne County, Michigan",225,115,110,115,67,48,110,12,0,47,0,0,0,51,48,37,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,14,0,0,0,0,0,0,11,622,48,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,14,0,0,0,0,0,11,1109,42400,48,0,0,0,8,8,0,15,0,6,11,35.799999999999997,67,0,0,10,0,0,0,0,7,20,0,0,0,0,10,0,11,9,0,0,0,0,0,0,0,0,0,0,67,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,58,0,0,0,7,10,0,0,0,10,0,0,31,0,0,0,0,0,0,0,821,0,806,67,9,0,0,0,0,0,0,0,0,9,0,58,0,27,0,0,0,0,0,0,11,20,14.400000000000000,0.000000000000000,13.500000000000000,"Block Group 5, Census Tract 5363, Wayne County, Michigan",70,52,68,52,47,35,68,20,10,54,10,10,10,51,35,31,10,10,10,10,10,10,10,10,10,10,24,14,10,10,10,10,10,15,10,10,10,10,10,10,17,515,35,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,10,14,15,10,10,10,10,10,17,457,33460,35,10,10,10,12,14,10,24,10,9,17,15.199999999999999,47,10,10,15,10,10,10,10,12,33,10,10,10,10,16,10,17,15,10,10,10,10,10,10,10,10,10,0,47,15,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,44,10,10,10,12,15,10,10,10,16,10,10,37,10,10,10,10,10,10,10,409,0,543,47,15,10,10,10,10,10,10,10,10,15,10,44,10,24,10,10,10,10,10,10,17,33,61.600000000000001,0.000000000000000,25.699999999999999,48.888888888899999,569
570,26,163,536300,6,261635363006,Block Group 6,G5030,S,408065.000000000000000,0.000000000000000,+42.4037351,-083.1501242,G26016305363006,3762.574972160000016,408063.648129999986850,G26016305363006,2013-2017, , ,Michigan,26,Wayne County,163, , ,536300,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5363, Wayne County, Michigan",360,157,203,157,112,45,203,0,0,47,0,0,0,156,45,45,26,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,99,45,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,99,17600,45,0,0,0,0,0,0,31,0,14,0,38.600000000000001,112,28,0,0,0,0,10,0,19,1,29,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,49500,112,52,0,0,0,0,0,5,0,0,25,0,1,21,0,0,0,0,0,60,0,0,0,0,10,5,0,8,7,16,14,0,0,0,0,0,0,0,0,736,0,600,112,52,0,0,0,5,22,25,0,0,0,0,60,0,5,0,22,0,0,0,0,33,0,30.399999999999999,29.800000000000001,50.000000000000000,"Block Group 6, Census Tract 5363, Wayne County, Michigan",100,71,90,71,62,48,90,10,10,67,10,10,10,85,48,48,41,10,10,10,10,10,10,10,10,10,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,0,48,48,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,10,10,10,10,10,10,10,10,10,0,20570,48,10,10,10,10,10,10,42,10,23,10,22.199999999999999,62,28,10,10,10,10,17,10,22,6,33,10,10,10,42,10,10,10,10,10,10,10,10,10,10,10,10,29886,62,53,10,10,10,10,10,9,10,10,42,10,6,31,10,10,10,10,10,38,10,10,10,10,17,9,10,13,11,25,20,10,10,10,10,10,10,10,10,322,0,255,62,53,10,10,10,9,32,42,10,10,10,10,38,10,9,10,23,10,10,10,10,31,10,6.100000000000000,4.400000000000000,0.000000000000000,56.388888888899999,570
571,26,163,536400,1,261635364001,Block Group 1,G5030,S,241939.000000000000000,0.000000000000000,+42.3978143,-083.1506373,G26016305364001,1983.687097420000100,241940.569836000009673,G26016305364001,2013-2017, , ,Michigan,26,Wayne County,163, , ,536400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5364, Wayne County, Michigan",149,70,79,70,61,9,79,0,0,0,0,0,0,79,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0.000000000000000,61,6,7,0,7,0,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50500,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,9,20,24,8,0,0,0,0,0,0,0,0,0,0,0,349,0,353,61,0,0,0,0,0,0,0,0,0,0,0,61,40,0,13,0,0,0,0,0,8,0,10.000000000000000,0.000000000000000,10.000000000000000,"Block Group 1, Census Tract 5364, Wayne County, Michigan",67,41,52,41,38,13,52,10,10,10,10,10,10,52,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,13,13,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,13,10,10,10,13,10,10,10,10,10,10,0.000000000000000,38,13,11,10,17,10,10,10,10,36,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,44061,38,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,10,10,10,10,10,24,31,13,10,10,10,10,10,10,10,10,10,10,10,18,0,40,38,10,10,10,10,10,10,10,10,10,10,10,38,33,10,17,10,10,10,10,10,13,10,0.000000000000000,0.000000000000000,0.000000000000000,53.020134228200000,571
572,26,163,536400,2,261635364002,Block Group 2,G5030,S,282230.000000000000000,0.000000000000000,+42.3977660,-083.1563756,G26016305364002,2127.858835810000073,282230.115515000012238,G26016305364002,2013-2017, , ,Michigan,26,Wayne County,163, , ,536400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5364, Wayne County, Michigan",346,170,176,170,145,25,176,0,20,0,0,0,0,156,25,25,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,9,16,0,0,0.000000000000000,145,0,0,46,0,10,25,7,22,15,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33300,145,72,0,0,0,6,0,0,0,47,5,10,4,0,0,0,0,0,0,73,0,0,0,19,22,23,4,5,0,0,0,0,0,0,0,0,0,0,0,0,864,290,145,72,0,11,7,0,0,0,4,10,25,15,73,31,0,0,23,0,19,0,0,0,0,23.500000000000000,46.500000000000000,21.199999999999999,"Block Group 2, Census Tract 5364, Wayne County, Michigan",92,64,81,64,58,27,81,10,32,10,10,10,10,83,27,27,14,10,10,10,10,10,10,10,10,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,27,27,10,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,10,25,10,10,10,10,10,10,10,0,0,27,10,10,10,10,10,10,14,25,10,10,0.000000000000000,58,10,10,43,10,16,38,13,34,23,15,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,10,13551,58,44,10,10,10,11,10,10,10,41,10,16,9,10,10,10,10,10,10,56,10,10,10,29,34,30,8,9,10,10,10,10,10,10,10,10,10,10,10,0,29,55,58,44,10,15,13,10,10,10,9,16,38,23,56,36,10,10,30,10,29,10,10,10,10,18.100000000000001,39.000000000000000,22.000000000000000,50.867052023100001,572
573,26,163,536400,3,261635364003,Block Group 3,G5030,S,403510.000000000000000,0.000000000000000,+42.4014510,-083.1499185,G26016305364003,3687.309168700000100,403509.143472999974620,G26016305364003,2013-2017, , ,Michigan,26,Wayne County,163, , ,536400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5364, Wayne County, Michigan",467,309,158,309,187,122,158,20,18,0,20,0,0,100,122,122,0,0,0,0,0,0,0,8,42,0,28,10,0,0,18,16,0,0,0,0,0,0,0,0,0,570,122,122,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,52,28,34,0,0,0,0,0,0,0,904,110400,122,0,0,0,10,18,0,0,0,94,0,50.000000000000000,187,74,0,0,39,24,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22500,187,58,0,0,0,0,0,0,0,39,0,19,0,0,0,0,0,0,0,129,0,0,0,0,26,24,30,49,0,0,0,0,0,0,0,0,0,0,0,428,0,374,187,58,0,0,0,0,19,0,39,0,0,0,129,54,0,25,0,0,24,0,26,0,0,28.800000000000001,0.000000000000000,17.100000000000001,"Block Group 3, Census Tract 5364, Wayne County, Michigan",113,98,70,98,72,90,70,33,29,10,32,10,10,60,90,90,10,10,10,10,10,10,10,14,60,10,49,16,10,10,30,26,10,10,10,10,10,10,10,10,10,138,90,90,10,10,10,10,10,10,10,10,14,10,10,10,10,10,10,64,49,40,10,10,10,10,10,10,10,106,84127,90,10,10,10,16,30,10,10,10,78,10,0.000000000000000,72,50,10,10,52,35,13,10,10,10,10,10,38,10,10,10,10,10,10,10,10,10,41,10,10,10,10,13668,72,49,10,10,10,10,10,10,10,52,10,38,10,10,10,10,10,10,10,69,10,10,10,10,42,30,44,54,10,10,10,10,10,10,10,10,10,10,10,177,0,78,72,49,10,10,10,10,38,10,52,10,10,10,69,48,10,41,10,10,35,10,42,10,10,18.800000000000001,0.000000000000000,21.399999999999999,33.832976445400000,573
