FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001
70,26,163,501900,4,2.61635E+11,Block Group 4,G5030,S,216014,0,42.397127,-82.9431223,G26016305019004,2159.672309,216014.9838,G26016305019004,2013-2017, , ,Michigan,26,Wayne County,163, , ,501900,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5019, Wayne County, Michigan",289,185,104,185,83,102,104,15,0,0,0,0,0,89,102,102,0,0,0,0,0,0,0,11,5,18,18,24,0,0,11,0,0,15,0,0,0,0,0,0,0,597,102,102,0,0,0,0,0,0,0,0,0,0,0,18,18,0,5,0,7,17,37,0,0,0,0,0,0,1044,106900,102,5,0,0,0,27,0,0,0,70,0,50,83,0,0,7,0,0,6,0,18,31,4,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,53400,"Block Group 4, Census Tract 5019, Wayne County, Michigan",75,55,59,55,37,49,59,24,10,10,10,10,10,56,49,49,10,10,10,10,10,10,10,13,8,21,29,28,10,10,19,10,10,22,10,10,10,10,10,10,10,86,49,49,10,10,10,10,10,10,10,10,10,10,10,20,29,10,8,10,10,25,28,10,10,10,10,10,10,450,53074,49,8,10,10,10,20,10,10,10,46,10,0,37,10,10,10,10,10,9,10,17,27,6,10,7,10,10,18,10,10,10,10,10,10,10,10,10,10,10,6446
71,26,163,502000,1,2.61635E+11,Block Group 1,G5030,S,519436,0,42.3928455,-82.9486164,G26016305020001,3388.076603,519435.8963,G26016305020001,2013-2017, , ,Michigan,26,Wayne County,163, , ,502000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5020, Wayne County, Michigan",482,373,109,373,205,168,109,20,0,0,50,0,0,39,168,164,0,0,0,0,7,11,0,0,0,12,15,42,25,10,21,21,0,0,0,0,0,0,0,0,4,644,168,164,0,0,0,0,0,0,0,0,18,0,0,0,0,8,24,20,47,26,17,4,0,0,0,0,4,926,152600,168,0,0,22,42,38,10,0,12,40,4,27.4,205,0,21,10,12,0,4,5,0,38,27,68,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,64600,"Block Group 1, Census Tract 5020, Wayne County, Michigan",60,56,46,56,46,49,46,22,10,10,35,10,10,30,49,50,10,10,10,10,10,17,10,10,10,18,20,30,22,15,18,19,10,10,10,10,10,10,10,10,8,40,49,50,10,10,10,10,10,10,10,10,20,10,10,10,10,11,28,21,25,19,19,7,10,10,10,10,8,85,45949,49,10,10,26,32,30,16,10,13,22,8,3.8,46,10,25,10,17,10,6,8,10,25,21,35,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10612
72,26,163,502000,2,2.61635E+11,Block Group 2,G5030,S,374921,0,42.3939149,-82.9446789,G26016305020002,3256.525733,374920.2015,G26016305020002,2013-2017, , ,Michigan,26,Wayne County,163, , ,502000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5020, Wayne County, Michigan",480,294,186,294,195,99,186,20,0,0,22,0,0,144,99,88,0,0,0,11,12,0,0,16,19,0,0,7,8,5,0,8,0,0,0,2,0,0,0,0,11,463,99,88,0,0,0,11,0,0,0,0,5,0,12,0,11,5,0,0,22,20,0,2,0,0,0,0,11,825,68900,99,0,0,7,8,16,24,0,16,5,23,31.5,195,5,16,5,40,30,12,5,14,17,17,17,3,0,10,0,0,0,0,0,4,0,0,0,0,0,0,30600,"Block Group 2, Census Tract 5020, Wayne County, Michigan",64,55,51,55,43,44,51,24,10,10,24,10,10,48,44,41,10,10,10,18,18,10,10,20,21,10,10,10,13,8,10,12,10,10,10,6,10,10,10,10,16,52,44,41,10,10,10,18,10,10,10,10,8,10,18,10,19,8,10,10,23,18,10,6,10,10,10,10,16,361,33625,44,10,10,10,12,20,24,10,21,8,25,3.8,43,7,20,7,28,23,9,9,18,14,13,12,6,10,12,10,10,10,10,10,8,10,10,10,10,10,10,9909
73,26,163,503100,1,2.61635E+11,Block Group 1,G5030,S,449459,0,42.4474737,-82.9750364,G26016305031001,2894.373083,449459.7435,G26016305031001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5031, Wayne County, Michigan",519,443,76,443,232,211,76,32,0,0,0,0,0,44,211,205,0,0,0,0,0,0,0,0,0,18,0,32,0,51,73,31,0,0,0,0,0,0,0,0,6,751,211,205,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,23,20,144,4,0,0,0,0,0,6,1079,210500,211,19,16,16,9,4,28,18,22,73,6,37.9,232,6,22,16,27,12,62,28,0,19,13,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,32700,"Block Group 1, Census Tract 5031, Wayne County, Michigan",75,71,46,71,63,64,46,37,10,10,10,10,10,35,64,61,10,10,10,10,10,10,10,10,10,22,10,29,10,42,47,33,10,10,10,10,10,10,10,10,9,28,64,61,10,10,10,10,10,10,10,10,10,21,10,10,10,10,10,27,15,54,7,10,10,10,10,10,9,40,62682,64,30,25,25,15,6,37,23,25,41,9,10.6,63,9,26,14,28,11,42,32,10,15,14,9,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,2495
74,26,163,503100,2,2.61635E+11,Block Group 2,G5030,S,214724,0,42.4438435,-82.9762014,G26016305031002,2060.457392,214724.4034,G26016305031002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5031, Wayne County, Michigan",311,243,68,243,132,111,68,34,0,0,0,0,0,34,111,108,0,0,0,0,0,17,0,16,10,18,7,4,11,10,15,0,0,0,0,0,0,0,0,0,3,531,111,108,0,0,0,0,0,17,0,0,0,0,0,10,0,16,13,11,7,34,0,0,0,0,0,0,3,792,87000,111,0,15,0,10,5,27,13,21,17,3,34.4,132,0,7,7,31,4,5,12,39,6,0,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,40000,"Block Group 2, Census Tract 5031, Wayne County, Michigan",62,64,40,64,52,51,40,32,10,10,10,10,10,25,51,51,10,10,10,10,10,27,10,24,16,23,10,7,12,16,22,10,10,10,10,10,10,10,10,10,5,115,51,51,10,10,10,10,10,27,10,10,10,10,10,16,10,24,21,12,10,30,10,10,10,10,10,10,5,160,43034,51,10,22,10,16,8,31,21,26,15,5,7.1,52,10,11,9,32,7,8,20,27,8,10,9,7,10,10,10,10,10,13,10,10,10,10,10,10,10,10,15010
75,26,163,503100,3,2.61635E+11,Block Group 3,G5030,S,316332,0,42.4458008,-82.9830881,G26016305031003,2383.500339,316333.2843,G26016305031003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5031, Wayne County, Michigan",401,320,81,320,149,171,81,0,0,15,0,0,0,66,171,153,0,0,0,0,0,0,0,0,42,27,0,18,29,0,33,0,4,0,0,0,0,0,0,0,18,621,171,153,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,7,73,34,18,0,0,0,0,0,18,966,151800,171,0,0,25,0,13,15,0,37,63,18,46.4,149,7,13,11,23,42,25,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400,"Block Group 3, Census Tract 5031, Wayne County, Michigan",78,76,47,76,62,56,47,10,10,24,10,10,10,48,56,52,10,10,10,10,10,10,10,10,38,20,10,27,28,10,31,10,6,10,10,10,10,10,10,10,27,145,56,52,10,10,10,10,10,10,10,10,10,11,10,10,10,10,21,10,45,32,23,10,10,10,10,10,27,35,56044,56,10,10,25,10,21,24,10,31,45,27,11.3,62,10,12,12,35,45,15,10,7,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3471
76,26,163,503200,1,2.61635E+11,Block Group 1,G5030,S,478322,0,42.4450495,-82.9896025,G26016305032001,3177.392896,478324.5551,G26016305032001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5032, Wayne County, Michigan",781,526,255,526,231,295,255,23,0,0,0,0,0,232,295,287,0,0,0,0,0,0,0,14,37,104,21,51,0,25,35,0,0,0,0,0,0,0,0,0,8,544,295,287,0,0,0,0,0,0,0,0,0,0,0,9,14,0,54,76,51,71,12,0,0,0,0,0,8,888,260100,295,0,0,27,17,99,32,0,19,83,18,29.8,231,35,8,34,36,40,27,9,24,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25300,"Block Group 1, Census Tract 5032, Wayne County, Michigan",89,92,84,92,71,90,84,26,10,10,10,10,10,76,90,89,10,10,10,10,10,10,10,21,39,62,24,38,10,28,29,10,10,10,10,10,10,10,10,10,13,49,90,89,10,10,10,10,10,10,10,10,10,10,10,14,21,10,49,48,50,53,20,10,10,10,10,10,13,67,79533,90,10,10,37,26,64,33,10,21,55,22,5.2,71,31,12,34,40,38,35,14,21,10,12,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5030
77,26,163,503200,2,2.61635E+11,Block Group 2,G5030,S,322053,0,42.4436142,-83.0001332,G26016305032002,2407.94506,322054.2357,G26016305032002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5032, Wayne County, Michigan",310,183,127,183,75,108,127,0,0,0,0,0,0,127,108,108,0,0,0,0,0,0,0,15,0,49,0,10,17,17,0,0,0,0,0,0,0,0,0,0,0,540,108,108,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,16,25,34,0,0,0,0,0,0,0,920,96500,108,0,0,35,17,0,0,0,10,46,0,42,75,15,0,9,0,0,17,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5032, Wayne County, Michigan",94,77,68,77,53,56,68,10,10,10,10,10,10,68,56,56,10,10,10,10,10,10,10,23,10,44,10,16,27,25,10,10,10,10,10,10,10,10,10,10,10,93,56,56,10,10,10,10,10,10,10,10,10,10,10,23,10,10,29,26,21,37,10,10,10,10,10,10,10,121,52453,56,10,10,40,25,10,10,10,16,42,10,46.1,53,23,10,15,10,10,25,12,10,10,10,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
78,26,163,503200,3,2.61635E+11,Block Group 3,G5030,S,470944,0,42.447242,-82.9978273,G26016305032003,3197.389368,470945.032,G26016305032003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5032, Wayne County, Michigan",425,265,160,265,84,181,160,0,14,0,0,0,0,146,181,151,0,0,0,0,0,0,0,15,8,73,7,25,7,0,0,0,16,0,0,0,0,0,0,0,30,536,181,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,33,7,16,0,0,0,0,0,30,870,137900,181,0,0,0,7,22,33,0,17,72,30,47.9,84,6,8,7,0,0,20,17,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35300,"Block Group 3, Census Tract 5032, Wayne County, Michigan",73,75,71,75,44,70,71,10,23,10,10,10,10,72,70,63,10,10,10,10,10,10,10,22,12,46,14,30,12,10,10,10,18,10,10,10,10,10,10,10,35,21,70,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32,43,33,12,18,10,10,10,10,10,35,46,57280,70,10,10,10,12,27,36,10,27,45,35,24.7,44,9,14,12,10,10,21,19,15,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8279
79,26,163,503300,1,2.61635E+11,Block Group 1,G5030,S,344074,0,42.4384365,-82.9878785,G26016305033001,2623.341148,344074.9293,G26016305033001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5033, Wayne County, Michigan",473,326,147,326,65,261,147,0,0,0,25,17,0,105,261,250,0,0,0,0,0,0,19,31,7,69,50,19,20,0,0,35,0,0,0,0,0,0,0,0,11,549,261,250,0,0,0,0,0,0,0,0,0,26,16,16,15,0,12,41,89,20,0,0,15,0,0,0,11,898,224500,261,0,0,58,35,20,27,0,54,56,11,32.2,65,26,0,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5033, Wayne County, Michigan",106,93,70,93,45,89,70,10,10,10,38,28,10,60,89,88,10,10,10,10,10,10,29,35,12,60,47,29,31,10,10,39,10,10,10,10,10,10,10,10,15,40,89,88,10,10,10,10,10,10,10,10,10,31,26,28,25,10,20,49,54,31,10,10,21,10,10,10,15,86,85316,89,10,10,58,39,31,42,10,50,45,15,16.6,45,27,10,10,27,10,10,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
80,26,163,503300,2,2.61635E+11,Block Group 2,G5030,S,302657,0,42.4384443,-82.9926959,G26016305033002,2616.54086,302657.007,G26016305033002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5033, Wayne County, Michigan",493,421,72,421,172,249,72,0,0,0,0,0,0,72,249,235,0,0,0,0,0,0,0,17,18,13,0,66,20,68,23,10,0,0,0,0,0,0,0,0,14,659,249,235,0,0,0,0,0,0,0,0,0,13,0,17,0,0,18,25,61,68,33,0,0,0,0,0,14,973,232300,249,10,9,18,25,27,30,0,76,40,14,34.8,172,15,14,24,17,54,0,10,0,0,11,8,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26500,"Block Group 2, Census Tract 5033, Wayne County, Michigan",112,112,53,112,83,118,53,10,10,10,10,10,10,53,118,115,10,10,10,10,10,10,10,28,28,22,10,59,30,55,37,17,10,10,10,10,10,10,10,10,23,83,118,115,10,10,10,10,10,10,10,10,10,22,10,28,10,10,28,41,55,55,41,10,10,10,10,10,23,95,122727,118,14,16,28,41,33,35,10,68,46,23,15.4,83,22,24,35,21,58,10,16,10,10,15,12,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5081
81,26,163,503300,3,2.61635E+11,Block Group 3,G5030,S,326113,0,42.4382597,-82.9974686,G26016305033003,2423.069715,326112.7394,G26016305033003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5033, Wayne County, Michigan",438,332,106,332,145,187,106,0,0,16,0,17,0,73,187,153,0,0,0,0,0,0,0,12,0,25,39,53,24,0,0,0,0,0,0,0,0,0,0,0,34,600,187,153,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,36,92,0,0,0,0,0,0,34,1042,148800,187,0,0,0,52,25,0,25,39,12,34,29.9,145,0,15,40,57,10,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21500,"Block Group 3, Census Tract 5033, Wayne County, Michigan",96,105,62,105,69,100,62,10,10,29,10,28,10,55,100,95,10,10,10,10,10,10,10,18,10,39,55,54,38,10,10,10,10,10,10,10,10,10,10,10,45,48,100,95,10,10,10,10,10,10,10,10,10,10,10,10,39,10,10,10,42,75,10,10,10,10,10,10,45,108,93565,100,10,10,10,59,39,10,37,55,18,45,18.2,69,10,25,40,42,17,19,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2520
82,26,163,503300,4,2.61635E+11,Block Group 4,G5030,S,325332,0,42.4381242,-83.0023789,G26016305033004,2424.370194,325332.079,G26016305033004,2013-2017, , ,Michigan,26,Wayne County,163, , ,503300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5033, Wayne County, Michigan",377,135,242,135,74,61,242,0,0,0,0,0,0,242,61,61,0,0,0,0,0,0,0,0,0,8,10,24,0,19,0,0,0,0,0,0,0,0,0,0,0,626,61,61,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,7,0,36,0,0,0,0,0,0,0,1038,58100,61,0,0,0,0,24,0,0,0,37,0,50,74,0,19,0,12,0,11,0,5,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 5033, Wayne County, Michigan",86,70,83,70,51,45,83,10,10,10,10,10,10,83,45,45,10,10,10,10,10,10,10,10,10,12,17,29,10,33,10,10,10,10,10,10,10,10,10,10,10,74,45,45,10,10,10,10,10,10,10,10,10,10,10,10,17,12,10,12,10,41,10,10,10,10,10,10,10,322,47688,45,10,10,10,10,29,10,10,10,38,10,0,51,10,29,10,17,10,17,10,8,10,32,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,0
83,26,163,503400,1,2.61635E+11,Block Group 1,G5030,S,318129,0,42.4386791,-82.9828864,G26016305034001,2401.323782,318128.9456,G26016305034001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5034, Wayne County, Michigan",401,306,95,306,151,155,95,0,0,0,10,0,0,85,155,155,0,0,0,0,0,0,0,23,5,18,12,38,22,12,18,7,0,0,0,0,0,0,0,0,0,626,155,155,0,0,0,0,0,0,0,0,0,5,14,3,5,0,14,37,47,23,7,0,0,0,0,0,0,899,138000,155,0,5,0,0,27,24,29,36,34,0,38.7,151,10,4,13,20,14,35,0,3,0,0,4,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,32100,"Block Group 1, Census Tract 5034, Wayne County, Michigan",60,52,45,52,38,49,45,10,10,10,16,10,10,43,49,49,10,10,10,10,10,10,10,26,8,24,20,29,26,19,22,10,10,10,10,10,10,10,10,10,10,52,49,49,10,10,10,10,10,10,10,10,10,8,23,8,9,10,23,30,31,24,10,10,10,10,10,10,10,82,44670,49,10,9,10,10,31,20,30,31,30,10,5.5,38,12,6,16,20,20,23,10,5,10,10,5,8,10,32,10,10,10,10,10,10,10,10,10,10,10,10,3221
84,26,163,503400,2,2.61635E+11,Block Group 2,G5030,S,352150,0,42.439285,-82.9776867,G26016305034002,2612.96585,352149.1011,G26016305034002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5034, Wayne County, Michigan",272,197,75,197,79,118,75,0,0,0,0,0,0,75,118,118,0,0,0,0,0,0,14,30,20,26,13,0,3,12,0,0,0,0,0,0,0,0,0,0,0,488,118,118,0,0,0,0,0,0,0,0,0,0,0,13,27,26,7,14,0,31,0,0,0,0,0,0,0,737,96000,118,0,0,6,26,26,0,13,13,34,0,35.4,79,8,24,7,5,0,3,0,5,2,14,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5034, Wayne County, Michigan",66,58,47,58,39,46,47,10,10,10,10,10,10,47,46,46,10,10,10,10,10,10,21,30,24,30,20,10,5,16,10,10,10,10,10,10,10,10,10,10,10,66,46,46,10,10,10,10,10,10,10,10,10,10,10,21,30,30,9,23,10,30,10,10,10,10,10,10,10,104,37907,46,10,10,8,26,30,10,21,21,31,10,16.9,39,9,28,10,8,10,5,10,8,4,14,10,9,10,5,10,10,10,10,10,10,10,10,10,10,10,10,0
85,26,163,503500,1,2.61635E+11,Block Group 1,G5030,S,195963,0,42.4327527,-82.9816671,G26016305035001,2010.445598,195963.6391,G26016305035001,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5035, Wayne County, Michigan",206,190,16,190,28,162,16,0,0,0,0,0,0,16,162,138,0,0,0,0,0,21,20,0,27,0,27,22,0,0,21,0,0,0,0,0,0,0,0,0,24,552,162,138,0,0,0,0,0,0,0,0,0,0,9,0,21,20,18,0,49,21,0,0,0,0,0,0,24,902,114800,162,0,0,0,30,18,48,0,0,42,24,32.2,28,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5035, Wayne County, Michigan",88,85,25,85,40,85,25,10,10,10,10,10,10,25,85,85,10,10,10,10,10,33,33,10,31,10,43,35,10,10,34,10,10,10,10,10,10,10,10,10,38,177,85,85,10,10,10,10,10,10,10,10,10,10,14,10,33,33,28,10,53,34,10,10,10,10,10,10,38,308,72660,85,10,10,10,36,28,55,10,10,48,38,14.1,40,10,38,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
86,26,163,503500,2,2.61635E+11,Block Group 2,G5030,S,166800,0,42.4293603,-82.9846253,G26016305035002,1793.671673,166799.5408,G26016305035002,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5035, Wayne County, Michigan",301,137,164,137,9,128,164,0,0,0,0,0,0,164,128,104,0,0,0,0,0,0,9,30,16,7,17,0,0,25,0,0,0,0,0,0,0,0,0,0,24,491,128,104,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,63,25,0,0,0,0,0,0,24,957,93600,128,16,0,17,0,0,25,0,0,46,24,33.8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5035, Wayne County, Michigan",98,66,81,66,13,67,81,10,10,10,10,10,10,81,67,61,10,10,10,10,10,10,14,38,26,13,30,10,10,38,10,10,10,10,10,10,10,10,10,10,25,135,67,61,10,10,10,10,10,10,10,14,10,13,10,10,10,10,10,10,43,38,10,10,10,10,10,10,25,34,59354,67,17,10,30,10,10,38,10,10,46,25,44.1,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
87,26,163,503500,3,2.61635E+11,Block Group 3,G5030,S,323475,0,42.4328841,-82.994809,G26016305035003,2402.429071,323475.5381,G26016305035003,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5035, Wayne County, Michigan",416,291,125,291,182,109,125,0,0,19,0,0,0,106,109,101,0,0,0,0,0,0,8,10,0,39,0,28,0,0,16,0,0,0,0,0,0,0,0,0,8,542,109,101,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,22,38,16,0,0,0,0,0,0,8,909,86500,109,0,0,28,0,0,24,0,0,49,8,34.7,182,7,49,42,0,32,35,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,"Block Group 3, Census Tract 5035, Wayne County, Michigan",113,97,73,97,82,63,73,10,10,30,10,10,10,67,63,61,10,10,10,10,10,10,14,16,10,44,10,38,10,10,26,10,10,10,10,10,10,10,10,10,13,123,63,61,10,10,10,10,10,10,14,10,10,10,10,10,10,26,10,35,39,26,10,10,10,10,10,10,13,110,55443,63,10,10,38,10,10,23,10,10,46,13,51.7,82,13,42,53,10,39,42,10,21,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13214
88,26,163,503500,4,2.61635E+11,Block Group 4,G5030,S,202214,0,42.4332488,-82.9867691,G26016305035004,2007.319055,202214.5476,G26016305035004,2013-2017, , ,Michigan,26,Wayne County,163, , ,503500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5035, Wayne County, Michigan",288,117,171,117,19,98,171,0,0,0,0,0,0,171,98,64,0,0,16,0,0,21,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,34,0,98,64,0,0,0,16,0,0,0,0,21,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,34,0,42200,98,0,0,0,0,16,44,0,4,0,34,31.8,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 5035, Wayne County, Michigan",92,60,75,60,30,58,75,10,10,10,10,10,10,75,58,46,10,10,26,10,10,34,10,10,10,10,10,10,10,33,10,7,10,10,10,10,10,10,10,10,38,0,58,46,10,10,10,26,10,10,10,10,34,10,10,10,10,10,10,10,10,34,10,10,10,10,10,10,38,0,37099,58,10,10,10,10,26,46,10,7,10,38,2.3,30,10,10,10,10,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
